Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,39018,0,0,510,385,256,0.058,11.70,2049.00,0.68
0.002,39019,0,0,507,383,256,0.073,11.72,2050.00,0.86
0.004,39020,0,0,511,386,257,0.087,11.71,2051.00,1.02
0.006,39021,0,0,511,384,256,0.102,11.71,2049.00,1.19
0.008,39022,0,0,510,386,255,0.117,11.73,2048.00,1.37
0.010,39023,0,0,510,384,258,0.087,11.73,2051.00,1.02
0.012,39024,0,0,509,385,256,0.058,11.70,2049.00,0.68
0.014,39025,0,0,510,385,254,0.102,11.72,2049.00,1.20
0.016,39026,0,0,511,387,257,0.087,11.71,2051.00,1.02
0.018,39027,0,0,509,385,256,0.058,11.70,2048.00,0.68
0.020,39028,0,0,510,384,257,0.073,11.71,2050.00,0.85
0.022,39029,0,0,511,385,256,0.087,11.71,2049.00,1.02
0.024,39030,0,0,510,384,256,0.073,11.71,2048.00,0.85
0.026,39031,0,0,510,384,256,0.073,11.70,2049.00,0.85
0.028,39032,0,0,509,384,256,0.058,11.70,2049.00,0.68
0.030,39033,0,0,509,385,256,0.087,11.73,2051.00,1.02
0.032,39034,0,0,511,385,255,0.102,11.71,2051.00,1.19
0.034,39035,0,0,508,384,255,0.073,11.71,2049.00,0.85
0.036,39036,0,0,510,384,255,0.073,11.71,2048.00,0.85
0.038,39037,0,0,511,386,258,0.087,11.72,2051.00,1.02
0.040,39038,0,0,511,386,257,0.102,11.72,2049.00,1.20
0.042,39039,0,0,510,384,256,0.087,11.71,2050.00,1.02
0.044,39040,0,0,511,385,256,0.073,11.70,2048.00,0.85
0.046,39041,0,0,511,385,256,0.073,11.71,2047.00,0.85
0.048,39042,0,0,511,384,256,0.073,11.71,2049.00,0.85
0.050,39043,0,0,509,384,254,0.087,11.71,2049.00,1.02
0.052,39044,0,0,509,385,254,0.087,11.72,2049.00,1.02
0.054,39045,0,0,509,385,255,0.073,11.70,2050.00,0.85
0.056,39046,0,0,510,385,257,0.073,11.71,2049.00,0.85
0.058,39047,0,0,510,385,257,0.102,11.72,2049.00,1.20
0.060,39048,0,0,510,384,257,0.073,11.70,2051.00,0.85
0.062,39049,0,0,510,385,254,0.087,11.71,2049.00,1.02
0.064,39050,0,0,509,386,256,0.117,11.72,2051.00,1.37
0.066,39051,0,0,512,387,255,0.102,11.74,2051.00,1.20
0.068,39052,0,0,511,386,256,0.102,11.72,2051.00,1.20
0.070,39053,0,0,510,385,256,0.058,11.70,2048.00,0.68
0.072,39054,0,0,510,384,256,0.073,11.70,2047.00,0.85
0.074,39055,0,0,512,385,255,0.073,11.71,2047.00,0.85
0.076,39056,0,0,510,385,257,0.073,11.71,2050.00,0.85
0.078,39057,0,0,509,384,256,0.073,11.71,2049.00,0.85
0.080,39058,0,0,509,386,256,0.102,11.72,2050.00,1.20
0.082,39059,0,0,511,386,256,0.102,11.74,2050.00,1.20
0.084,39060,0,0,511,386,257,0.087,11.72,2051.00,1.02
0.086,39061,0,0,509,387,256,0.102,11.71,2050.00,1.19
0.088,39062,0,1,510,386,255,0.087,11.71,2048.00,1.02
0.090,39063,0,1,510,384,255,0.087,11.70,2048.00,1.02
0.092,39064,0,1,510,384,255,0.058,11.70,2048.00,0.68
0.094,39065,0,1,512,385,256,0.073,11.71,2048.00,0.85
0.096,39066,0,1,510,386,258,0.073,11.70,2051.00,0.85
0.098,39067,0,1,508,384,254,0.073,11.71,2049.00,0.85
0.100,39068,0,1,509,386,255,0.117,11.74,2051.00,1.37
0.102,39069,0,1,510,385,257,0.073,11.72,2051.00,0.86
0.104,39070,0,1,509,385,257,0.073,11.72,2051.00,0.86
0.106,39071,0,1,511,384,256,0.117,11.72,2050.00,1.37
0.108,39072,0,1,510,386,255,0.058,11.71,2047.00,0.68
0.110,39073,0,1,510,384,256,0.058,11.70,2047.00,0.68
0.112,39074,0,1,510,384,256,0.073,11.70,2049.00,0.85
0.114,39075,0,1,511,384,257,0.087,11.71,2051.00,1.02
0.116,39076,0,1,510,386,254,0.087,11.71,2049.00,1.02
0.118,39077,0,1,509,385,256,0.117,11.73,2051.00,1.37
0.120,39078,0,1,511,387,256,0.102,11.73,2050.00,1.20
0.122,39079,0,1,510,386,257,0.102,11.71,2051.00,1.19
0.124,39080,0,1,510,386,256,0.087,11.70,2049.00,1.02
0.126,39081,0,1,511,385,257,0.073,11.72,2050.00,0.86
0.128,39082,0,1,510,384,256,0.058,11.70,2049.00,0.68
0.130,39083,0,1,511,385,255,0.073,11.70,2048.00,0.85
0.132,39084,0,1,511,384,256,0.073,11.70,2049.00,0.85
0.134,39085,0,1,509,385,258,0.058,11.70,2052.00,0.68
0.136,39086,0,1,509,384,254,0.058,11.70,2049.00,0.68
0.138,39087,0,1,510,385,256,0.102,11.73,2050.00,1.20
0.140,39088,0,1,510,386,257,0.087,11.72,2050.00,1.02
0.142,39089,0,1,510,385,257,0.073,11.72,2051.00,0.86
0.144,39090,0,1,510,385,257,0.073,11.70,2051.00,0.85
0.146,39091,0,1,511,386,255,0.073,11.70,2048.00,0.85
0.148,39092,300,1,512,385,255,0.087,11.72,2049.00,1.02
0.150,39093,300,1,511,386,257,0.073,11.72,2051.00,0.86
0.152,39094,300,1,511,384,256,0.073,11.70,2048.00,0.85
0.154,39095,300,1,508,385,254,0.087,11.71,2050.00,1.02
0.156,39096,300,1,510,385,257,0.087,11.73,2049.00,1.02
0.158,39097,300,1,513,386,256,0.087,11.72,2050.00,1.02
0.160,39098,300,1,509,383,256,0.043,11.70,2049.00,0.50
0.162,39099,300,1,510,385,257,0.102,11.73,2051.00,1.20
0.164,39100,300,1,511,386,258,0.102,11.72,2052.00,1.20
0.166,39101,300,1,509,385,256,0.073,11.71,2051.00,0.85
0.168,39102,300,1,511,387,257,0.087,11.73,2051.00,1.02
0.170,39103,300,1,510,386,255,0.073,11.70,2047.00,0.85
0.172,39104,300,1,509,385,255,0.073,11.71,2048.00,0.85
0.174,39105,300,2,511,387,255,0.102,11.74,2048.00,1.20
0.176,39106,300,2,511,385,257,0.073,11.71,2050.00,0.85
0.178,39107,300,2,510,386,257,0.102,11.71,2050.00,1.19
0.180,39108,300,2,510,386,255,0.117,11.74,2050.00,1.37
0.182,39109,300,2,510,385,257,0.073,11.71,2051.00,0.85
0.184,39110,300,2,509,385,254,0.087,11.72,2049.00,1.02
0.186,39111,300,2,510,386,256,0.087,11.73,2050.00,1.02
0.188,39112,300,2,510,384,254,0.087,11.71,2047.00,1.02
0.190,39113,300,2,509,385,254,0.073,11.71,2049.00,0.85
0.192,39114,300,2,511,386,258,0.102,11.72,2052.00,1.20
0.194,39115,300,2,509,384,258,0.087,11.72,2051.00,1.02
0.196,39116,300,2,510,385,256,0.102,11.72,2050.00,1.20
0.198,39117,300,2,509,384,257,0.102,11.72,2051.00,1.20
0.200,39118,300,2,511,386,257,0.087,11.72,2051.00,1.02
0.202,39119,300,2,509,387,255,0.102,11.73,2050.00,1.20
0.204,39120,300,2,510,385,257,0.073,11.72,2050.00,0.86
0.206,39121,300,2,510,386,255,0.087,11.72,2048.00,1.02
0.208,39122,300,2,511,387,257,0.087,11.73,2050.00,1.02
0.210,39123,300,2,509,385,257,0.102,11.71,2052.00,1.19
0.212,39124,300,2,509,386,256,0.102,11.72,2049.00,1.20
0.214,39125,300,2,510,385,254,0.102,11.73,2050.00,1.20
0.216,39126,300,2,511,386,257,0.087,11.72,2052.00,1.02
0.218,39127,300,2,511,384,256,0.073,11.71,2049.00,0.85
0.220,39128,300,2,510,385,256,0.087,11.72,2050.00,1.02
0.222,39129,300,2,510,386,256,0.102,11.72,2050.00,1.20
0.224,39130,300,2,509,384,255,0.058,11.70,2049.00,0.68
0.226,39131,300,2,511,387,255,0.087,11.73,2049.00,1.02
0.228,39132,300,2,511,384,256,0.058,11.70,2048.00,0.68
0.230,39133,300,2,509,384,256,0.087,11.71,2049.00,1.02
0.232,39134,300,2,510,385,256,0.102,11.73,2051.00,1.20
0.234,39135,300,2,510,386,258,0.102,11.73,2050.00,1.20
0.236,39136,300,2,510,386,257,0.087,11.72,2051.00,1.02
0.238,39137,300,2,511,385,255,0.058,11.71,2047.00,0.68
0.240,39138,300,2,509,386,256,0.102,11.73,2049.00,1.20
0.242,39139,300,2,510,386,257,0.102,11.72,2050.00,1.20
0.244,39140,300,2,510,385,254,0.087,11.73,2049.00,1.02
0.246,39141,300,2,511,387,256,0.073,11.71,2051.00,0.85
0.248,39142,1800,2,512,386,257,0.073,11.71,2051.00,0.85
0.250,39143,1800,2,509,387,257,0.087,11.71,2051.00,1.02
0.252,39144,1800,2,511,385,257,0.073,11.70,2050.00,0.85
0.254,39145,1800,2,511,384,257,0.087,11.71,2050.00,1.02
0.256,39146,1800,2,510,384,255,0.073,11.70,2047.00,0.85
0.258,39147,1800,2,511,384,255,0.073,11.70,2047.00,0.85
0.260,39148,1800,3,511,384,256,0.058,11.70,2048.00,0.68
0.262,39149,1800,3,509,384,255,0.073,11.72,2049.00,0.86
0.264,39150,1800,3,511,386,256,0.087,11.74,2050.00,1.02
0.266,39151,1800,3,511,385,256,0.073,11.71,2049.00,0.85
0.268,39152,1800,3,509,384,255,0.073,11.71,2050.00,0.85
0.270,39153,1800,3,511,386,257,0.102,11.73,2051.00,1.20
0.272,39154,1800,3,510,385,258,0.087,11.71,2051.00,1.02
0.274,39155,1800,3,511,385,256,0.058,11.70,2046.00,0.68
0.276,39156,1800,3,510,385,255,0.087,11.71,2048.00,1.02
0.278,39157,1800,3,511,384,257,0.058,11.70,2049.00,0.68
0.280,39158,1800,3,509,386,255,0.102,11.73,2049.00,1.20
0.282,39159,1800,3,511,386,257,0.087,11.71,2052.00,1.02
0.284,39160,1800,3,511,384,256,0.058,11.70,2049.00,0.68
0.286,39161,1800,3,509,385,255,0.073,11.72,2049.00,0.86
0.288,39162,1800,3,510,386,257,0.087,11.73,2050.00,1.02
0.290,39163,1800,3,511,386,257,0.102,11.72,2049.00,1.20
0.292,39164,1800,3,510,385,256,0.087,11.71,2049.00,1.02
0.294,39165,1800,3,509,385,256,0.043,11.70,2049.00,0.50
0.296,39166,1800,3,510,385,255,0.073,11.70,2048.00,0.85
0.298,39167,1800,3,509,385,255,0.073,11.71,2049.00,0.85
0.300,39168,1800,3,508,385,255,0.073,11.70,2050.00,0.85
0.302,39169,1800,3,511,386,256,0.102,11.73,2050.00,1.20
0.304,39170,1800,3,509,385,256,0.058,11.69,2047.00,0.68
0.306,39171,1800,3,509,384,255,0.073,11.71,2049.00,0.85
0.308,39172,1800,3,511,387,256,0.102,11.72,2049.00,1.20
0.310,39173,1800,3,510,386,257,0.073,11.72,2051.00,0.86
0.312,39174,1800,3,509,385,256,0.058,11.70,2048.00,0.68
0.314,39175,1800,3,511,386,256,0.073,11.70,2049.00,0.85
0.316,39176,1800,3,511,384,256,0.073,11.70,2049.00,0.85
0.318,39177,1800,3,510,386,256,0.117,11.73,2050.00,1.37
0.320,39178,1800,3,510,385,257,0.102,11.72,2051.00,1.20
0.322,39179,1800,3,510,385,255,0.073,11.71,2048.00,0.85
0.324,39180,1800,3,510,385,255,0.073,11.70,2048.00,0.85
0.326,39181,1800,3,511,387,257,0.087,11.73,2050.00,1.02
0.328,39182,1800,3,512,386,257,0.087,11.72,2050.00,1.02
0.330,39183,1800,3,509,386,257,0.117,11.71,2051.00,1.37
0.332,39184,1800,3,512,385,256,0.058,11.70,2048.00,0.68
0.334,39185,1800,3,511,386,256,0.058,11.71,2048.00,0.68
0.336,39186,1800,3,510,384,256,0.073,11.71,2048.00,0.85
0.338,39187,1800,3,509,385,254,0.087,11.71,2048.00,1.02
0.340,39188,1800,3,511,386,255,0.102,11.73,2048.00,1.20
0.342,39189,1800,3,510,384,257,0.058,11.70,2047.00,0.68
0.344,39190,1800,3,509,385,255,0.073,11.72,2049.00,0.86
0.346,39191,1800,4,509,385,255,0.073,11.71,2050.00,0.85
