Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,51025,0,0,508,384,257,0.058,11.70,1535.00,0.68
0.002,51026,0,0,509,384,255,0.058,11.70,1533.00,0.68
0.004,51027,0,0,509,385,258,0.102,11.72,1536.00,1.20
0.006,51028,0,0,510,387,255,0.117,11.72,1533.00,1.37
0.008,51029,0,0,508,385,257,0.087,11.73,1537.00,1.02
0.010,51030,0,0,508,385,257,0.073,11.71,1536.00,0.85
0.012,51031,0,0,511,385,255,0.058,11.70,1534.00,0.68
0.014,51032,1500,0,509,385,254,0.073,11.71,1534.00,0.85
0.016,51033,1500,0,510,386,257,0.073,11.71,1536.00,0.85
0.018,51034,1500,0,510,387,255,0.087,11.70,1531.00,1.02
0.020,51035,1500,0,508,384,255,0.073,11.72,1533.00,0.86
0.022,51036,1500,0,509,386,255,0.117,11.73,1533.00,1.37
0.024,51037,1500,0,511,386,256,0.102,11.74,1535.00,1.20
0.026,51038,1500,0,510,386,257,0.117,11.74,1535.00,1.37
0.028,51039,1500,0,511,384,255,0.073,11.70,1533.00,0.85
0.030,51040,1500,0,509,386,257,0.102,11.71,1536.00,1.19
0.032,51041,1500,0,508,384,256,0.087,11.72,1535.00,1.02
0.034,51042,1500,0,509,385,255,0.117,11.74,1534.00,1.37
0.036,51043,1500,0,510,386,256,0.102,11.73,1535.00,1.20
0.038,51044,1500,0,510,386,254,0.117,11.71,1533.00,1.37
0.040,51045,1500,0,508,385,256,0.073,11.71,1536.00,0.85
0.042,51046,1500,0,510,388,257,0.087,11.72,1536.00,1.02
0.044,51047,1500,0,510,386,256,0.102,11.71,1536.00,1.19
0.046,51048,1500,0,510,385,255,0.087,11.70,1535.00,1.02
0.048,51049,1500,0,511,385,256,0.058,11.70,1534.00,0.68
0.050,51050,1500,0,509,384,255,0.087,11.70,1533.00,1.02
0.052,51051,1500,0,511,383,256,0.073,11.71,1533.00,0.85
0.054,51052,1500,0,509,384,254,0.087,11.71,1532.00,1.02
0.056,51053,1500,0,510,387,256,0.102,11.74,1533.00,1.20
0.058,51054,1500,0,510,386,256,0.087,11.70,1532.00,1.02
0.060,51055,1500,0,508,385,255,0.087,11.72,1534.00,1.02
0.062,51056,1500,0,509,387,255,0.102,11.73,1535.00,1.20
0.064,51057,1500,0,511,386,257,0.073,11.71,1536.00,0.85
0.066,51058,1500,0,509,384,256,0.073,11.70,1533.00,0.85
