Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,12998,600,0,510,385,257,0.087,11.71,3446.00,1.02
0.002,12999,600,0,510,384,255,0.087,11.71,3445.00,1.02
0.004,13000,600,0,510,383,255,0.058,11.70,3445.00,0.68
0.006,13001,600,0,513,385,257,0.087,11.72,3447.00,1.02
0.008,13002,600,0,511,385,257,0.102,11.73,3446.00,1.20
0.010,13003,600,0,511,386,257,0.087,11.71,3447.00,1.02
0.012,13004,600,0,512,386,256,0.073,11.70,3446.00,0.85
0.014,13005,600,0,510,385,256,0.087,11.72,3446.00,1.02
0.016,13006,600,0,512,386,256,0.073,11.72,3447.00,0.86
0.018,13007,600,0,511,384,256,0.073,11.70,3445.00,0.85
0.020,13008,600,0,511,385,255,0.087,11.73,3446.00,1.02
0.022,13009,600,0,511,386,256,0.087,11.72,3446.00,1.02
0.024,13010,600,0,512,386,257,0.087,11.72,3447.00,1.02
0.026,13011,600,0,512,386,257,0.102,11.72,3447.00,1.20
0.028,13012,600,0,511,385,256,0.102,11.73,3447.00,1.20
0.030,13013,600,0,513,386,258,0.073,11.72,3446.00,0.86
0.032,13014,600,0,511,384,256,0.087,11.70,3445.00,1.02
0.034,13015,600,0,510,384,255,0.087,11.71,3445.00,1.02
0.036,13016,600,0,511,386,256,0.102,11.72,3447.00,1.20
0.038,13017,600,0,512,385,256,0.058,11.70,3446.00,0.68
0.040,13018,600,0,511,385,255,0.087,11.71,3445.00,1.02
0.042,13019,600,0,510,385,257,0.102,11.73,3447.00,1.20
0.044,13020,600,0,511,386,258,0.087,11.71,3449.00,1.02
0.046,13021,600,0,511,384,257,0.087,11.70,3448.00,1.02
0.048,13022,600,0,510,385,257,0.102,11.73,3446.00,1.20
0.050,13023,600,0,512,386,257,0.117,11.73,3447.00,1.37
0.052,13024,600,0,511,386,255,0.073,11.71,3446.00,0.85
0.054,13025,600,0,510,385,254,0.073,11.71,3446.00,0.85
0.056,13026,600,0,512,387,257,0.117,11.74,3447.00,1.37
0.058,13027,600,0,510,386,257,0.087,11.70,3447.00,1.02
0.060,13028,600,0,511,384,256,0.073,11.70,3446.00,0.85
0.062,13029,600,0,510,384,256,0.102,11.72,3445.00,1.20
0.064,13030,600,0,511,386,255,0.087,11.73,3447.00,1.02
0.066,13031,1500,0,511,384,256,0.058,11.70,3444.00,0.68
0.068,13032,1500,0,511,385,257,0.058,11.70,3445.00,0.68
0.070,13033,1500,0,511,384,256,0.058,11.70,3445.00,0.68
0.072,13034,1500,0,510,384,256,0.102,11.74,3446.00,1.20
0.074,13035,1500,0,511,386,258,0.087,11.71,3447.00,1.02
0.076,13036,1500,0,511,385,256,0.073,11.70,3445.00,0.85
0.078,13037,1500,0,510,384,254,0.073,11.71,3445.00,0.85
0.080,13038,1500,0,510,386,257,0.073,11.72,3448.00,0.86
0.082,13039,1500,0,511,385,257,0.087,11.72,3448.00,1.02
0.084,13040,1500,0,510,384,257,0.073,11.70,3448.00,0.85
0.086,13041,1500,0,511,385,256,0.073,11.70,3445.00,0.85
0.088,13042,1500,0,512,385,256,0.073,11.70,3445.00,0.85
0.090,13043,1500,1,512,385,256,0.058,11.70,3445.00,0.68
0.092,13044,1500,1,509,385,255,0.058,11.71,3446.00,0.68
0.094,13045,1500,1,512,387,257,0.087,11.72,3446.00,1.02
0.096,13046,1500,1,511,384,257,0.043,11.69,3446.00,0.50
0.098,13047,1500,1,509,384,255,0.073,11.72,3446.00,0.86
0.100,13048,1500,1,512,386,256,0.073,11.73,3446.00,0.86
0.102,13049,1500,1,511,385,257,0.073,11.70,3448.00,0.85
0.104,13050,1500,1,512,384,255,0.073,11.71,3444.00,0.85
0.106,13051,1500,1,512,386,257,0.073,11.70,3446.00,0.85
0.108,13052,1500,1,511,385,257,0.058,11.70,3445.00,0.68
0.110,13053,1500,1,510,385,257,0.102,11.73,3446.00,1.20
0.112,13054,1500,1,510,385,257,0.073,11.71,3448.00,0.85
0.114,13055,1500,1,511,385,256,0.058,11.70,3445.00,0.68
0.116,13056,1500,1,510,385,254,0.087,11.72,3446.00,1.02
0.118,13057,1500,1,511,386,257,0.073,11.73,3447.00,0.86
0.120,13058,1500,1,512,385,257,0.087,11.72,3447.00,1.02
0.122,13059,1500,1,511,385,256,0.087,11.72,3447.00,1.02
0.124,13060,1500,1,511,384,256,0.073,11.70,3445.00,0.85
0.126,13061,1500,1,511,384,257,0.073,11.70,3446.00,0.85
0.128,13062,1500,1,511,385,256,0.058,11.70,3444.00,0.68
0.130,13063,1500,1,510,384,255,0.073,11.72,3445.00,0.86
0.132,13064,1500,1,511,385,257,0.102,11.73,3447.00,1.20
0.134,13065,1500,1,511,383,256,0.043,11.70,3445.00,0.50
0.136,13066,1500,1,511,385,254,0.073,11.71,3443.00,0.85
0.138,13067,1500,1,513,387,257,0.102,11.72,3447.00,1.20
0.140,13068,1500,1,511,384,257,0.102,11.71,3447.00,1.19
0.142,13069,1500,1,511,383,255,0.073,11.70,3444.00,0.85
0.144,13070,1500,1,513,385,256,0.058,11.70,3445.00,0.68
0.146,13071,1500,1,512,384,256,0.073,11.70,3444.00,0.85
0.148,13072,1500,1,510,385,256,0.102,11.72,3446.00,1.20
0.150,13073,1500,1,511,384,257,0.087,11.72,3448.00,1.02
0.152,13074,1500,1,512,385,256,0.073,11.70,3444.00,0.85
0.154,13075,1500,1,512,386,254,0.073,11.71,3444.00,0.85
0.156,13076,1500,1,511,386,256,0.102,11.73,3446.00,1.20
0.158,13077,1500,1,512,386,257,0.073,11.72,3447.00,0.86
0.160,13078,1500,1,510,384,257,0.058,11.70,3448.00,0.68
0.162,13079,1500,1,512,384,256,0.073,11.71,3445.00,0.85
0.164,13080,1500,1,511,384,256,0.058,11.70,3445.00,0.68
