Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,42019,1800,0,509,385,256,0.073,11.71,1880.00,0.85
0.002,42020,1800,0,510,385,255,0.058,11.69,1879.00,0.68
0.004,42021,1800,0,511,386,258,0.058,11.70,1879.00,0.68
0.006,42022,1800,0,511,387,257,0.102,11.71,1879.00,1.19
0.008,42023,1800,0,511,386,257,0.087,11.72,1880.00,1.02
0.010,42024,1800,0,511,385,256,0.058,11.72,1881.00,0.68
0.012,42025,1800,0,510,386,256,0.117,11.73,1880.00,1.37
0.014,42026,1800,0,511,385,257,0.073,11.71,1881.00,0.85
0.016,42027,1800,0,510,386,256,0.073,11.71,1881.00,0.85
0.018,42028,1800,0,510,385,256,0.102,11.71,1881.00,1.19
0.020,42029,1800,0,511,387,257,0.102,11.73,1881.00,1.20
0.022,42030,1800,0,511,386,257,0.102,11.71,1880.00,1.19
0.024,42031,1800,0,511,386,255,0.073,11.71,1878.00,0.85
0.026,42032,1800,0,509,386,255,0.087,11.72,1878.00,1.02
0.028,42033,1800,0,510,387,256,0.087,11.72,1881.00,1.02
0.030,42034,1800,0,511,385,255,0.087,11.72,1878.00,1.02
0.032,42035,1800,0,509,384,254,0.073,11.70,1878.00,0.85
0.034,42036,1800,0,511,387,256,0.117,11.74,1881.00,1.37
0.036,42037,1800,0,511,384,256,0.073,11.70,1879.00,0.85
0.038,42038,1800,0,508,384,255,0.087,11.71,1880.00,1.02
0.040,42039,1800,0,508,384,256,0.102,11.73,1879.00,1.20
0.042,42040,1800,0,510,386,257,0.102,11.71,1880.00,1.19
0.044,42041,1800,0,510,386,255,0.073,11.71,1879.00,0.85
0.046,42042,1800,0,509,386,254,0.087,11.72,1878.00,1.02
0.048,42043,1800,0,511,387,256,0.102,11.73,1880.00,1.20
0.050,42044,1800,0,511,385,256,0.087,11.71,1879.00,1.02
0.052,42045,1800,0,510,385,254,0.087,11.72,1880.00,1.02
0.054,42046,1800,0,511,386,255,0.102,11.73,1879.00,1.20
0.056,42047,1800,0,510,386,258,0.087,11.70,1881.00,1.02
0.058,42048,1800,0,510,385,256,0.073,11.71,1880.00,0.85
0.060,42049,1800,0,509,386,256,0.117,11.73,1880.00,1.37
0.062,42050,1800,0,510,385,258,0.102,11.71,1882.00,1.19
0.064,42051,1800,0,511,385,256,0.073,11.71,1879.00,0.85
