Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,63033,1500,0,507,385,256,0.058,11.71,843.00,0.68
0.002,63034,1500,0,507,385,258,0.073,11.72,846.00,0.86
0.004,63035,1500,0,508,386,255,0.102,11.72,844.00,1.20
0.006,63036,1500,0,508,386,255,0.087,11.71,841.00,1.02
0.008,63037,1500,0,507,385,256,0.117,11.73,843.00,1.37
0.010,63038,1500,0,510,386,256,0.087,11.71,842.00,1.02
0.012,63039,1500,0,507,384,256,0.073,11.71,842.00,0.85
0.014,63040,1500,0,507,385,255,0.073,11.71,845.00,0.85
0.016,63041,1500,0,510,387,256,0.087,11.73,845.00,1.02
0.018,63042,1500,0,507,384,256,0.073,11.70,843.00,0.85
0.020,63043,1500,0,509,385,253,0.073,11.72,842.00,0.86
0.022,63044,1500,0,508,386,257,0.102,11.71,844.00,1.19
0.024,63045,1500,0,509,385,257,0.073,11.72,844.00,0.86
0.026,63046,1500,0,508,388,255,0.087,11.71,842.00,1.02
0.028,63047,1500,0,509,385,255,0.102,11.73,843.00,1.20
0.030,63048,1500,0,507,385,257,0.087,11.71,846.00,1.02
0.032,63049,1200,0,507,384,258,0.073,11.70,844.00,0.85
0.034,63050,1200,0,507,384,253,0.087,11.72,842.00,1.02
0.036,63051,1200,0,508,385,255,0.073,11.71,843.00,0.85
0.038,63052,1200,0,508,385,257,0.117,11.74,843.00,1.37
0.040,63053,1200,0,508,385,256,0.073,11.71,844.00,0.85
0.042,63054,1200,0,508,385,257,0.117,11.72,843.00,1.37
0.044,63055,1200,0,507,385,257,0.073,11.70,844.00,0.85
0.046,63056,1200,0,508,385,258,0.073,11.70,845.00,0.85
0.048,63057,1200,0,508,384,256,0.073,11.70,841.00,0.85
0.050,63058,1200,0,508,384,256,0.058,11.70,843.00,0.68
0.052,63059,1200,0,508,385,256,0.073,11.70,843.00,0.85
0.054,63060,1200,0,508,385,254,0.073,11.71,843.00,0.85
0.056,63061,1200,0,509,387,256,0.102,11.74,843.00,1.20
0.058,63062,1200,0,508,386,255,0.073,11.70,841.00,0.85
0.060,63063,1200,0,507,384,255,0.073,11.72,841.00,0.86
0.062,63064,1200,0,509,386,258,0.087,11.71,845.00,1.02
0.064,63065,1200,0,509,385,257,0.058,11.70,845.00,0.68
0.066,63066,1200,0,507,384,256,0.073,11.70,842.00,0.85
0.068,63067,1200,0,508,385,255,0.087,11.71,845.00,1.02
0.070,63068,1200,0,508,385,256,0.102,11.73,844.00,1.20
0.072,63069,1200,0,507,384,255,0.117,11.73,843.00,1.37
0.074,63070,1200,0,508,385,255,0.102,11.71,843.00,1.19
0.076,63071,1200,0,507,385,256,0.073,11.70,841.00,0.85
0.078,63072,1200,0,506,385,254,0.073,11.70,843.00,0.85
0.080,63073,1200,0,509,386,256,0.087,11.72,843.00,1.02
0.082,63074,1200,0,508,386,255,0.102,11.72,843.00,1.20
0.084,63075,1200,0,508,384,257,0.073,11.70,844.00,0.85
0.086,63076,1200,0,507,384,256,0.058,11.70,842.00,0.68
0.088,63077,1200,1,508,385,255,0.073,11.70,841.00,0.85
0.090,63078,1200,1,508,386,255,0.073,11.70,842.00,0.85
0.092,63079,1200,1,507,385,255,0.102,11.72,842.00,1.20
0.094,63080,1200,1,508,385,257,0.087,11.71,843.00,1.02
0.096,63081,1200,1,509,384,257,0.043,11.69,842.00,0.50
0.098,63082,1200,1,508,385,254,0.073,11.72,842.00,0.86
0.100,63083,1200,1,508,386,257,0.087,11.72,845.00,1.02
0.102,63084,1200,1,507,385,256,0.087,11.71,845.00,1.02
0.104,63085,1200,1,508,385,256,0.073,11.70,842.00,0.85
0.106,63086,1200,1,508,386,255,0.102,11.71,844.00,1.19
0.108,63087,1200,1,507,385,255,0.087,11.71,843.00,1.02
0.110,63088,1200,1,506,385,257,0.087,11.71,844.00,1.02
0.112,63089,1200,1,509,386,256,0.087,11.71,843.00,1.02
0.114,63090,1200,1,508,384,256,0.087,11.71,841.00,1.02
0.116,63091,1200,1,507,384,254,0.073,11.71,843.00,0.85
0.118,63092,1200,1,508,386,256,0.102,11.73,844.00,1.20
0.120,63093,1200,1,509,385,257,0.102,11.71,845.00,1.19
0.122,63094,1200,1,507,385,256,0.087,11.70,842.00,1.02
0.124,63095,1200,1,507,385,256,0.058,11.70,841.00,0.68
0.126,63096,1200,1,508,384,257,0.043,11.69,842.00,0.50
0.128,63097,1200,1,508,385,256,0.058,11.70,841.00,0.68
0.130,63098,1200,1,508,385,255,0.102,11.72,844.00,1.20
0.132,63099,600,1,509,386,256,0.087,11.71,845.00,1.02
0.134,63100,600,1,507,384,255,0.058,11.71,844.00,0.68
0.136,63101,600,1,510,387,256,0.117,11.74,844.00,1.37
0.138,63102,600,1,507,384,257,0.087,11.71,845.00,1.02
0.140,63103,600,1,507,386,256,0.087,11.72,842.00,1.02
0.142,63104,600,1,508,385,257,0.087,11.71,843.00,1.02
0.144,63105,600,1,508,386,257,0.087,11.72,843.00,1.02
0.146,63106,600,1,508,385,257,0.102,11.73,843.00,1.20
0.148,63107,600,1,509,386,257,0.087,11.71,844.00,1.02
0.150,63108,600,1,509,385,255,0.087,11.72,842.00,1.02
0.152,63109,600,1,510,387,256,0.102,11.72,843.00,1.20
0.154,63110,600,1,507,384,256,0.073,11.70,843.00,0.85
0.156,63111,600,1,508,385,255,0.073,11.72,842.00,0.86
0.158,63112,600,1,508,385,257,0.087,11.72,843.00,1.02
0.160,63113,600,1,509,386,257,0.073,11.71,844.00,0.85
0.162,63114,600,1,508,384,255,0.087,11.71,841.00,1.02
