Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,48522,600,0,508,383,257,0.073,11.70,2053.00,0.85
0.002,48523,600,0,509,385,257,0.102,11.73,2053.00,1.20
0.004,48524,600,0,510,386,257,0.073,11.71,2054.00,0.85
0.006,48525,600,0,511,385,256,0.058,11.70,2051.00,0.68
0.008,48526,600,0,510,385,253,0.087,11.72,2052.00,1.02
0.010,48527,600,0,512,388,256,0.102,11.73,2053.00,1.20
0.012,48528,600,0,510,384,255,0.073,11.70,2052.00,0.85
0.014,48529,600,0,508,384,255,0.058,11.70,2052.00,0.68
0.016,48530,600,0,510,386,257,0.102,11.73,2053.00,1.20
0.018,48531,600,0,510,385,256,0.073,11.71,2054.00,0.85
0.020,48532,600,0,510,385,257,0.058,11.70,2053.00,0.68
0.022,48533,600,0,510,386,257,0.102,11.73,2053.00,1.20
0.024,48534,600,0,510,385,257,0.087,11.72,2053.00,1.02
0.026,48535,600,0,512,385,256,0.043,11.70,2052.00,0.50
0.028,48536,600,0,509,385,253,0.073,11.72,2051.00,0.86
0.030,48537,600,0,511,387,257,0.087,11.72,2052.00,1.02
0.032,48538,600,0,511,385,256,0.073,11.71,2049.00,0.85
0.034,48539,600,0,508,385,255,0.087,11.71,2052.00,1.02
0.036,48540,600,0,510,386,256,0.102,11.73,2053.00,1.20
0.038,48541,600,0,512,385,257,0.102,11.71,2054.00,1.19
0.040,48542,600,0,510,385,257,0.073,11.71,2053.00,0.85
0.042,48543,600,0,510,386,255,0.117,11.74,2053.00,1.37
0.044,48544,600,0,510,386,257,0.087,11.72,2054.00,1.02
0.046,48545,600,0,510,384,257,0.058,11.70,2052.00,0.68
0.048,48546,600,0,509,384,254,0.073,11.71,2051.00,0.85
0.050,48547,600,0,510,385,257,0.087,11.73,2053.00,1.02
0.052,48548,600,0,510,384,256,0.058,11.70,2051.00,0.68
0.054,48549,600,0,508,384,256,0.087,11.71,2053.00,1.02
0.056,48550,600,0,509,386,255,0.102,11.73,2053.00,1.20
0.058,48551,600,0,510,386,257,0.117,11.73,2054.00,1.37
0.060,48552,600,0,510,385,257,0.087,11.71,2054.00,1.02
0.062,48553,600,0,511,385,254,0.073,11.70,2050.00,0.85
0.064,48554,600,0,509,385,256,0.117,11.73,2052.00,1.37
0.066,48555,600,0,509,384,257,0.087,11.71,2053.00,1.02
0.068,48556,600,0,510,385,254,0.073,11.71,2051.00,0.85
0.070,48557,600,0,510,387,256,0.087,11.71,2054.00,1.02
0.072,48558,600,0,511,385,257,0.087,11.72,2054.00,1.02
0.074,48559,600,0,510,386,257,0.087,11.70,2053.00,1.02
0.076,48560,600,0,510,385,256,0.087,11.72,2053.00,1.02
0.078,48561,600,0,510,386,257,0.087,11.71,2053.00,1.02
0.080,48562,600,0,510,384,256,0.073,11.70,2051.00,0.85
0.082,48563,600,0,509,385,256,0.102,11.73,2051.00,1.20
0.084,48564,600,0,510,385,258,0.102,11.71,2053.00,1.19
0.086,48565,600,0,509,385,255,0.087,11.71,2053.00,1.02
0.088,48566,600,1,511,387,256,0.102,11.74,2052.00,1.20
0.090,48567,1500,1,510,386,257,0.073,11.71,2054.00,0.85
0.092,48568,1500,1,510,385,257,0.058,11.71,2053.00,0.68
0.094,48569,1500,1,511,385,257,0.073,11.70,2053.00,0.85
0.096,48570,1500,1,511,385,257,0.073,11.71,2052.00,0.85
0.098,48571,1500,1,510,384,256,0.073,11.70,2050.00,0.85
0.100,48572,1500,1,510,384,256,0.073,11.70,2050.00,0.85
0.102,48573,1500,1,510,384,256,0.058,11.70,2052.00,0.68
0.104,48574,1500,1,510,386,256,0.117,11.73,2053.00,1.37
0.106,48575,1500,1,510,386,256,0.131,11.73,2054.00,1.54
0.108,48576,1500,1,511,386,256,0.087,11.72,2052.00,1.02
0.110,48577,1500,1,510,385,255,0.102,11.72,2053.00,1.20
0.112,48578,1500,1,511,387,257,0.102,11.74,2054.00,1.20
0.114,48579,1500,1,510,385,257,0.087,11.72,2053.00,1.02
0.116,48580,1500,1,510,385,257,0.102,11.71,2052.00,1.19
0.118,48581,1500,1,510,384,256,0.073,11.70,2052.00,0.85
0.120,48582,1500,1,511,385,256,0.058,11.70,2051.00,0.68
0.122,48583,1500,1,510,386,255,0.073,11.71,2051.00,0.85
0.124,48584,1500,1,509,385,254,0.073,11.72,2052.00,0.86
0.126,48585,1500,1,510,387,257,0.087,11.72,2053.00,1.02
0.128,48586,1500,1,510,384,255,0.073,11.70,2050.00,0.85
0.130,48587,1500,1,509,385,254,0.073,11.71,2051.00,0.85
0.132,48588,1500,1,510,386,256,0.102,11.72,2052.00,1.20
0.134,48589,1500,1,510,385,258,0.073,11.71,2054.00,0.85
0.136,48590,1500,1,511,386,255,0.087,11.71,2051.00,1.02
0.138,48591,1500,1,510,385,256,0.043,11.70,2053.00,0.50
0.140,48592,1500,1,511,386,255,0.073,11.70,2053.00,0.85
0.142,48593,1500,1,510,386,255,0.102,11.73,2053.00,1.20
0.144,48594,1500,1,511,385,257,0.073,11.73,2054.00,0.86
0.146,48595,1500,1,510,385,255,0.073,11.70,2051.00,0.85
0.148,48596,1500,1,509,384,255,0.058,11.71,2052.00,0.68
0.150,48597,1500,1,510,387,256,0.073,11.72,2051.00,0.86
0.152,48598,1500,1,511,386,256,0.073,11.71,2053.00,0.85
0.154,48599,1500,1,510,386,256,0.087,11.71,2054.00,1.02
0.156,48600,1500,1,511,385,256,0.073,11.69,2053.00,0.85
0.158,48601,1500,1,511,385,255,0.058,11.70,2051.00,0.68
0.160,48602,1500,1,511,384,254,0.058,11.70,2051.00,0.68
0.162,48603,1500,1,508,384,254,0.073,11.71,2051.00,0.85
