Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,15503,1500,0,461,386,256,0.102,11.72,129.00,1.20
0.002,15504,1500,0,460,384,257,0.073,11.70,130.00,0.85
0.004,15505,1500,0,460,384,255,0.073,11.71,129.00,0.85
0.006,15506,1500,0,460,385,257,0.087,11.71,131.00,1.02
0.008,15507,1500,0,461,386,255,0.102,11.73,131.00,1.20
0.010,15508,1500,0,459,383,257,0.102,11.72,132.00,1.20
0.012,15509,1500,0,460,384,257,0.043,11.70,130.00,0.50
0.014,15510,1500,0,460,386,254,0.087,11.71,129.00,1.02
0.016,15511,600,0,462,386,257,0.087,11.72,130.00,1.02
0.018,15512,600,0,461,386,256,0.102,11.72,130.00,1.20
0.020,15513,600,0,460,384,257,0.087,11.70,130.00,1.02
0.022,15514,600,0,461,384,254,0.102,11.73,130.00,1.20
0.024,15515,600,0,460,385,256,0.087,11.71,131.00,1.02
0.026,15516,600,0,459,384,255,0.073,11.70,129.00,0.85
0.028,15517,600,0,459,384,255,0.073,11.70,130.00,0.85
0.030,15518,600,0,462,386,254,0.087,11.72,129.00,1.02
0.032,15519,600,0,460,385,254,0.073,11.71,128.00,0.85
0.034,15520,600,0,460,385,255,0.102,11.72,130.00,1.20
0.036,15521,600,0,462,387,255,0.087,11.73,130.00,1.02
0.038,15522,600,0,460,386,257,0.102,11.72,131.00,1.20
0.040,15523,600,0,461,385,256,0.087,11.71,129.00,1.02
0.042,15524,600,0,461,386,255,0.087,11.71,130.00,1.02
0.044,15525,600,0,461,385,256,0.087,11.71,131.00,1.02
0.046,15526,600,0,460,384,256,0.073,11.70,128.00,0.85
0.048,15527,600,0,460,385,254,0.087,11.71,128.00,1.02
0.050,15528,600,0,461,386,256,0.102,11.73,128.00,1.20
0.052,15529,600,0,461,385,255,0.058,11.70,128.00,0.68
0.054,15530,600,0,460,385,254,0.087,11.72,130.00,1.02
0.056,15531,600,0,460,386,255,0.087,11.73,131.00,1.02
0.058,15532,600,0,459,384,257,0.073,11.72,131.00,0.86
0.060,15533,600,0,461,385,257,0.073,11.70,130.00,0.85
0.062,15534,600,0,461,386,255,0.117,11.73,130.00,1.37
0.064,15535,600,0,461,385,257,0.102,11.71,129.00,1.19
0.066,15536,600,0,460,385,256,0.102,11.72,128.00,1.20
0.068,15537,600,0,461,386,255,0.087,11.71,130.00,1.02
0.070,15538,600,0,460,386,254,0.087,11.71,129.00,1.02
0.072,15539,600,0,461,387,255,0.102,11.74,131.00,1.20
0.074,15540,600,0,460,385,255,0.073,11.70,129.00,0.85
0.076,15541,600,0,459,384,256,0.087,11.72,131.00,1.02
0.078,15542,600,0,461,385,255,0.117,11.73,130.00,1.37
0.080,15543,600,0,461,387,257,0.102,11.73,130.00,1.20
0.082,15544,600,0,461,386,257,0.073,11.71,130.00,0.85
0.084,15545,600,0,462,385,255,0.073,11.70,128.00,0.85
0.086,15546,600,0,461,385,255,0.102,11.73,130.00,1.20
0.088,15547,600,0,460,385,257,0.102,11.71,130.00,1.19
0.090,15548,600,1,460,385,254,0.087,11.71,130.00,1.02
0.092,15549,600,1,461,386,255,0.087,11.72,130.00,1.02
0.094,15550,600,1,461,386,257,0.087,11.71,130.00,1.02
0.096,15551,600,1,461,385,256,0.058,11.70,129.00,0.68
0.098,15552,600,1,461,386,256,0.102,11.72,129.00,1.20
