Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,9501,1200,0,491,384,258,0.087,11.71,132.00,1.02
0.002,9502,1500,0,492,387,254,0.087,11.72,131.00,1.02
0.004,9503,1500,0,492,386,257,0.102,11.72,130.00,1.20
0.006,9504,1500,0,492,386,257,0.073,11.71,132.00,0.85
0.008,9505,1500,0,493,387,254,0.087,11.71,127.00,1.02
0.010,9506,1500,0,490,384,256,0.087,11.71,131.00,1.02
0.012,9507,1500,0,494,387,254,0.087,11.72,130.00,1.02
0.014,9508,1500,0,491,384,256,0.043,11.70,130.00,0.50
0.016,9509,1500,0,491,385,254,0.087,11.70,130.00,1.02
0.018,9510,1500,0,492,385,256,0.102,11.71,131.00,1.19
0.020,9511,1500,0,494,387,257,0.102,11.72,129.00,1.20
0.022,9512,1500,0,492,385,256,0.073,11.70,128.00,0.85
0.024,9513,1500,0,493,385,255,0.073,11.70,131.00,0.85
0.026,9514,1500,0,492,386,256,0.087,11.71,132.00,1.02
0.028,9515,1500,0,493,387,256,0.058,11.69,130.00,0.68
0.030,9516,1500,0,491,384,254,0.073,11.70,131.00,0.85
0.032,9517,1500,0,494,387,256,0.087,11.72,131.00,1.02
0.034,9518,1500,0,493,386,257,0.102,11.71,131.00,1.19
0.036,9519,1500,0,491,385,257,0.073,11.70,131.00,0.85
0.038,9520,1500,0,492,385,257,0.102,11.71,130.00,1.19
0.040,9521,1500,0,493,386,258,0.087,11.71,131.00,1.02
0.042,9522,1500,0,491,385,255,0.087,11.71,129.00,1.02
0.044,9523,1500,0,492,385,255,0.058,11.71,131.00,0.68
0.046,9524,1500,0,493,386,255,0.102,11.72,132.00,1.20
0.048,9525,1500,0,492,384,256,0.058,11.70,129.00,0.68
0.050,9526,1500,0,493,385,255,0.073,11.70,130.00,0.85
0.052,9527,1500,0,494,387,256,0.087,11.71,130.00,1.02
0.054,9528,1500,0,492,386,257,0.087,11.70,130.00,1.02
0.056,9529,1500,0,493,385,256,0.117,11.71,129.00,1.37
0.058,9530,1500,0,493,385,256,0.117,11.73,131.00,1.37
0.060,9531,1500,0,493,386,258,0.087,11.70,132.00,1.02
0.062,9532,1500,0,491,384,256,0.043,11.70,130.00,0.50
0.064,9533,1500,0,493,386,255,0.102,11.71,131.00,1.19
0.066,9534,1500,0,492,385,257,0.087,11.70,132.00,1.02
0.068,9535,1500,0,492,385,254,0.087,11.71,130.00,1.02
0.070,9536,1500,0,493,386,255,0.087,11.72,131.00,1.02
0.072,9537,1500,0,492,385,257,0.102,11.70,131.00,1.19
0.074,9538,1500,0,492,385,257,0.087,11.71,131.00,1.02
0.076,9539,1500,0,493,385,256,0.117,11.73,131.00,1.37
0.078,9540,1500,0,492,386,257,0.102,11.71,132.00,1.19
0.080,9541,1500,0,492,385,255,0.087,11.70,129.00,1.02
0.082,9542,1500,0,493,386,256,0.117,11.73,130.00,1.37
0.084,9543,1500,0,492,384,258,0.102,11.71,132.00,1.19
0.086,9544,1500,0,491,384,254,0.073,11.71,130.00,0.85
0.088,9545,1500,1,493,387,255,0.102,11.73,130.00,1.20
