Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,12502,1500,0,484,385,256,0.087,11.72,24.00,1.02
0.002,12503,1500,0,483,386,255,0.073,11.70,23.00,0.85
0.004,12504,1500,0,482,385,255,0.087,11.70,23.00,1.02
0.006,12505,1500,0,482,386,255,0.117,11.73,24.00,1.37
0.008,12506,1500,0,483,386,256,0.102,11.72,25.00,1.20
0.010,12507,1500,0,481,385,257,0.117,11.72,26.00,1.37
0.012,12508,1500,0,483,385,256,0.058,11.70,23.00,0.68
0.014,12509,1500,0,480,384,255,0.087,11.71,23.00,1.02
0.016,12510,1500,0,482,386,256,0.102,11.73,25.00,1.20
0.018,12511,1500,0,482,384,256,0.043,11.70,23.00,0.50
0.020,12512,1500,0,481,384,255,0.102,11.72,23.00,1.20
0.022,12513,1500,0,482,384,255,0.102,11.72,24.00,1.20
0.024,12514,1500,0,483,386,257,0.102,11.73,25.00,1.20
0.026,12515,1500,0,482,386,256,0.087,11.71,25.00,1.02
0.028,12516,1500,0,481,385,256,0.073,11.70,24.00,0.85
0.030,12517,1500,0,481,384,255,0.087,11.70,24.00,1.02
0.032,12518,1500,0,481,384,255,0.087,11.70,23.00,1.02
0.034,12519,1500,0,484,387,256,0.087,11.72,25.00,1.02
0.036,12520,1500,0,482,385,256,0.102,11.71,26.00,1.19
0.038,12521,1500,0,482,384,257,0.102,11.71,25.00,1.19
0.040,12522,1500,0,482,384,256,0.102,11.71,24.00,1.19
0.042,12523,1500,0,481,384,257,0.102,11.71,24.00,1.19
0.044,12524,1500,0,481,384,256,0.102,11.71,25.00,1.19
0.046,12525,1500,0,482,384,256,0.073,11.70,23.00,0.85
0.048,12526,1500,0,481,384,255,0.073,11.70,22.00,0.85
0.050,12527,1500,0,482,384,255,0.087,11.70,23.00,1.02
0.052,12528,1500,0,480,385,256,0.087,11.71,24.00,1.02
0.054,12529,1500,0,483,386,256,0.102,11.72,25.00,1.20
0.056,12530,1500,0,481,385,256,0.058,11.70,23.00,0.68
0.058,12531,1500,0,481,384,255,0.087,11.71,23.00,1.02
0.060,12532,1500,0,482,385,256,0.117,11.73,23.00,1.37
0.062,12533,1500,0,483,386,257,0.102,11.72,25.00,1.20
0.064,12534,1500,0,482,385,257,0.102,11.71,26.00,1.19
0.066,12535,1500,0,482,384,256,0.058,11.70,23.00,0.68
0.068,12536,1500,0,482,384,256,0.058,11.70,24.00,0.68
0.070,12537,1500,0,482,386,255,0.131,11.73,23.00,1.54
0.072,12538,1500,0,483,387,256,0.087,11.71,26.00,1.02
0.074,12539,1500,0,482,385,255,0.073,11.70,23.00,0.85
0.076,12540,1500,0,480,384,255,0.073,11.70,23.00,0.85
0.078,12541,1500,0,483,386,255,0.102,11.72,24.00,1.20
0.080,12542,1500,0,482,386,257,0.102,11.71,25.00,1.19
0.082,12543,1500,0,481,385,257,0.102,11.71,25.00,1.19
0.084,12544,1500,0,481,385,256,0.073,11.70,23.00,0.85
0.086,12545,1500,0,482,384,256,0.058,11.70,24.00,0.68
0.088,12546,300,1,481,384,254,0.087,11.70,22.00,1.02
0.090,12547,300,1,482,385,257,0.073,11.70,25.00,0.85
0.092,12548,300,1,481,384,256,0.073,11.70,23.00,0.85
0.094,12549,300,1,480,384,255,0.087,11.71,22.00,1.02
0.096,12550,300,1,482,386,256,0.102,11.73,25.00,1.20
0.098,12551,300,1,482,385,257,0.087,11.70,26.00,1.02
0.100,12552,300,1,481,384,256,0.073,11.70,25.00,0.85
0.102,12553,300,1,480,384,256,0.102,11.73,24.00,1.20
0.104,12554,300,1,483,384,256,0.087,11.70,24.00,1.02
0.106,12555,300,1,482,386,255,0.102,11.72,23.00,1.20
0.108,12556,300,1,482,386,257,0.102,11.70,25.00,1.19
0.110,12557,300,1,480,384,255,0.073,11.70,23.00,0.85
0.112,12558,300,1,483,386,256,0.102,11.71,25.00,1.19
0.114,12559,300,1,482,386,257,0.087,11.71,25.00,1.02
0.116,12560,300,1,482,384,256,0.087,11.71,25.00,1.02
0.118,12561,300,1,482,385,256,0.102,11.72,24.00,1.20
0.120,12562,300,1,483,385,257,0.087,11.70,26.00,1.02
0.122,12563,300,1,482,385,256,0.073,11.70,23.00,0.85
0.124,12564,300,1,481,384,256,0.102,11.72,24.00,1.20
0.126,12565,300,1,482,385,257,0.073,11.70,25.00,0.85
0.128,12566,300,1,480,384,254,0.073,11.70,23.00,0.85
0.130,12567,300,1,483,386,256,0.087,11.72,25.00,1.02
0.132,12568,300,1,482,385,256,0.043,11.69,23.00,0.50
0.134,12569,300,1,480,384,254,0.073,11.70,23.00,0.85
0.136,12570,300,1,481,384,257,0.102,11.72,24.00,1.20
0.138,12571,300,1,482,386,256,0.087,11.72,25.00,1.02
0.140,12572,300,1,482,385,257,0.087,11.70,26.00,1.02
0.142,12573,300,1,481,385,256,0.043,11.68,24.00,0.50
0.144,12574,300,1,483,386,255,0.087,11.72,24.00,1.02
0.146,12575,300,1,482,385,257,0.073,11.70,26.00,0.85
0.148,12576,300,1,481,384,255,0.073,11.70,23.00,0.85
0.150,12577,300,1,483,385,255,0.087,11.73,25.00,1.02
0.152,12578,300,1,482,384,257,0.073,11.70,24.00,0.85
0.154,12579,300,1,482,386,256,0.073,11.70,24.00,0.85
0.156,12580,300,1,482,385,255,0.102,11.72,25.00,1.20
0.158,12581,300,1,482,385,258,0.073,11.70,26.00,0.85
0.160,12582,300,1,481,384,256,0.043,11.70,24.00,0.50
0.162,12583,300,1,481,385,255,0.087,11.72,24.00,1.02
0.164,12584,300,1,482,385,257,0.087,11.70,26.00,1.02
0.166,12585,300,1,481,384,255,0.073,11.70,23.00,0.85
0.168,12586,300,1,483,386,256,0.102,11.71,25.00,1.19
0.170,12587,300,1,482,384,256,0.029,11.69,23.00,0.34
0.172,12588,300,1,480,384,255,0.058,11.70,23.00,0.68
0.174,12589,300,2,481,384,255,0.087,11.71,23.00,1.02
0.176,12590,300,2,484,386,256,0.087,11.72,24.00,1.02
0.178,12591,300,2,482,385,257,0.087,11.70,25.00,1.02
0.180,12592,300,2,481,384,255,0.058,11.70,24.00,0.68
0.182,12593,300,2,482,384,256,0.087,11.71,25.00,1.02
0.184,12594,300,2,482,385,258,0.087,11.70,26.00,1.02
0.186,12595,300,2,481,384,254,0.073,11.71,23.00,0.85
0.188,12596,1500,2,483,386,257,0.058,11.70,25.00,0.68
0.190,12597,1500,2,481,385,256,0.058,11.70,23.00,0.68
0.192,12598,1500,2,481,384,254,0.058,11.70,23.00,0.68
0.194,12599,1500,2,483,386,257,0.073,11.71,25.00,0.85
0.196,12600,1500,2,481,385,258,0.087,11.70,25.00,1.02
0.198,12601,1500,2,481,384,255,0.058,11.70,24.00,0.68
0.200,12602,1500,2,481,384,255,0.058,11.70,23.00,0.68
0.202,12603,1500,2,481,384,256,0.058,11.70,24.00,0.68
