Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,6996,1800,0,511,385,257,0.073,11.71,3438.00,0.85
0.002,6997,1800,0,511,386,257,0.087,11.71,3440.00,1.02
0.004,6998,1800,0,511,385,257,0.087,11.71,3440.00,1.02
0.006,6999,1800,0,510,385,255,0.117,11.74,3438.00,1.37
0.008,7000,1800,0,512,385,258,0.087,11.73,3440.00,1.02
0.010,7001,1800,0,510,384,256,0.058,11.70,3438.00,0.68
0.012,7002,1800,0,511,385,255,0.073,11.71,3437.00,0.85
0.014,7003,1800,0,512,386,256,0.117,11.72,3440.00,1.37
0.016,7004,1800,0,511,385,256,0.073,11.70,3437.00,0.85
0.018,7005,1800,0,509,384,255,0.087,11.71,3439.00,1.02
0.020,7006,1800,0,512,386,256,0.102,11.74,3439.00,1.20
0.022,7007,1800,0,512,386,257,0.102,11.73,3440.00,1.20
0.024,7008,600,0,511,385,255,0.087,11.71,3437.00,1.02
0.026,7009,600,0,509,385,257,0.102,11.72,3439.00,1.20
0.028,7010,600,0,512,387,256,0.117,11.74,3437.00,1.37
0.030,7011,600,0,511,385,257,0.102,11.73,3438.00,1.20
0.032,7012,600,0,512,385,256,0.087,11.71,3437.00,1.02
0.034,7013,600,0,511,384,255,0.073,11.71,3438.00,0.85
0.036,7014,600,0,510,386,256,0.073,11.72,3438.00,0.86
0.038,7015,600,0,510,386,257,0.117,11.74,3438.00,1.37
0.040,7016,600,0,512,386,257,0.102,11.73,3439.00,1.20
0.042,7017,600,0,510,385,257,0.102,11.71,3440.00,1.19
0.044,7018,600,0,511,385,257,0.087,11.71,3439.00,1.02
0.046,7019,600,0,512,385,256,0.073,11.71,3438.00,0.85
0.048,7020,600,0,511,384,255,0.073,11.70,3436.00,0.85
0.050,7021,600,0,511,385,255,0.073,11.70,3437.00,0.85
0.052,7022,600,0,511,384,256,0.073,11.71,3438.00,0.85
0.054,7023,600,0,510,385,255,0.087,11.72,3439.00,1.02
0.056,7024,600,0,512,386,256,0.102,11.73,3440.00,1.20
0.058,7025,600,0,511,384,256,0.058,11.70,3439.00,0.68
0.060,7026,600,0,511,386,254,0.087,11.73,3435.00,1.02
0.062,7027,600,0,511,386,256,0.087,11.73,3438.00,1.02
0.064,7028,600,0,513,386,257,0.087,11.72,3439.00,1.02
0.066,7029,600,0,512,385,255,0.087,11.71,3437.00,1.02
0.068,7030,600,0,511,384,257,0.087,11.70,3441.00,1.02
0.070,7031,600,0,511,386,255,0.102,11.74,3438.00,1.20
0.072,7032,600,0,510,386,256,0.102,11.72,3439.00,1.20
0.074,7033,600,0,510,385,257,0.087,11.71,3441.00,1.02
0.076,7034,600,0,513,386,256,0.073,11.71,3435.00,0.85
0.078,7035,600,0,509,385,255,0.087,11.71,3437.00,1.02
0.080,7036,600,0,512,387,255,0.087,11.73,3437.00,1.02
0.082,7037,600,0,512,387,255,0.087,11.73,3439.00,1.02
0.084,7038,600,0,511,386,257,0.058,11.70,3440.00,0.68
0.086,7039,600,0,511,384,255,0.058,11.71,3437.00,0.68
0.088,7040,600,1,511,385,255,0.087,11.70,3437.00,1.02
