Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,3994,600,0,510,384,256,0.073,11.71,3263.00,0.85
0.002,3995,600,0,511,385,256,0.073,11.71,3260.00,0.85
0.004,3996,600,0,511,386,255,0.087,11.73,3263.00,1.02
0.006,3997,600,0,510,385,254,0.058,11.71,3261.00,0.68
0.008,3998,600,0,511,386,257,0.087,11.72,3264.00,1.02
0.010,3999,600,0,511,385,256,0.087,11.72,3265.00,1.02
0.012,4000,600,0,512,386,257,0.087,11.72,3264.00,1.02
0.014,4001,600,0,512,385,255,0.073,11.71,3261.00,0.85
0.016,4002,600,0,511,386,255,0.087,11.72,3262.00,1.02
0.018,4003,600,0,511,387,256,0.087,11.73,3262.00,1.02
0.020,4004,600,0,512,385,256,0.058,11.71,3261.00,0.68
0.022,4005,2100,0,510,385,255,0.102,11.73,3262.00,1.20
0.024,4006,2100,0,512,386,255,0.102,11.74,3263.00,1.20
0.026,4007,2100,0,511,385,257,0.102,11.72,3265.00,1.20
0.028,4008,2100,0,511,385,256,0.087,11.72,3264.00,1.02
0.030,4009,2100,0,511,384,255,0.073,11.70,3263.00,0.85
0.032,4010,2100,0,510,383,255,0.073,11.70,3262.00,0.85
0.034,4011,2100,0,512,386,255,0.073,11.71,3261.00,0.85
0.036,4012,2100,0,510,385,256,0.073,11.72,3262.00,0.86
0.038,4013,2100,0,511,386,257,0.087,11.72,3262.00,1.02
0.040,4014,2100,0,511,384,255,0.073,11.71,3262.00,0.85
0.042,4015,2100,0,508,384,257,0.058,11.70,3264.00,0.68
0.044,4016,2100,0,511,385,255,0.102,11.73,3264.00,1.20
0.046,4017,2100,0,512,386,256,0.102,11.73,3265.00,1.20
0.048,4018,2100,0,511,386,257,0.073,11.72,3265.00,0.86
0.050,4019,2100,0,511,385,257,0.087,11.72,3263.00,1.02
0.052,4020,2100,0,510,385,256,0.117,11.73,3263.00,1.37
0.054,4021,2100,0,510,385,256,0.102,11.74,3263.00,1.20
0.056,4022,2100,0,511,385,257,0.087,11.72,3265.00,1.02
0.058,4023,2100,0,513,386,258,0.087,11.72,3265.00,1.02
0.060,4024,2100,0,512,385,257,0.073,11.71,3265.00,0.85
0.062,4025,2100,0,511,385,257,0.073,11.71,3264.00,0.85
