Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,30512,600,0,461,385,256,0.073,11.70,1017.00,0.85
0.002,30513,600,0,460,384,257,0.073,11.71,1018.00,0.85
0.004,30514,600,0,461,384,257,0.058,11.70,1018.00,0.68
0.006,30515,600,0,462,384,258,0.073,11.71,1018.00,0.85
0.008,30516,600,0,462,385,255,0.087,11.70,1015.00,1.02
0.010,30517,600,0,462,386,255,0.102,11.73,1015.00,1.20
0.012,30518,600,0,461,385,256,0.058,11.71,1017.00,0.68
0.014,30519,600,0,462,385,255,0.073,11.70,1013.00,0.85
0.016,30520,600,0,460,384,256,0.058,11.70,1015.00,0.68
0.018,30521,600,0,461,386,255,0.102,11.74,1018.00,1.20
0.020,30522,600,0,460,384,256,0.058,11.70,1015.00,0.68
0.022,30523,600,0,460,384,255,0.073,11.70,1016.00,0.85
0.024,30524,600,0,462,387,256,0.102,11.73,1016.00,1.20
0.026,30525,600,0,462,387,257,0.087,11.70,1017.00,1.02
0.028,30526,600,0,461,384,257,0.073,11.70,1016.00,0.85
0.030,30527,1200,0,461,385,254,0.102,11.72,1014.00,1.20
0.032,30528,1200,0,461,386,258,0.073,11.71,1016.00,0.85
0.034,30529,1200,0,461,385,256,0.087,11.70,1015.00,1.02
0.036,30530,1200,0,460,384,254,0.073,11.71,1016.00,0.85
0.038,30531,1200,0,462,386,256,0.102,11.71,1017.00,1.19
0.040,30532,1200,0,462,384,256,0.058,11.70,1016.00,0.68
0.042,30533,1200,0,461,385,255,0.087,11.71,1015.00,1.02
0.044,30534,1200,0,462,386,255,0.102,11.73,1015.00,1.20
0.046,30535,1200,0,462,386,257,0.102,11.72,1015.00,1.20
0.048,30536,1200,0,461,384,257,0.058,11.71,1016.00,0.68
0.050,30537,1200,0,460,385,257,0.058,11.70,1016.00,0.68
0.052,30538,1200,0,462,385,256,0.073,11.70,1016.00,0.85
0.054,30539,1200,0,462,385,256,0.058,11.70,1015.00,0.68
0.056,30540,1200,0,460,385,255,0.073,11.71,1017.00,0.85
0.058,30541,1200,0,460,385,256,0.102,11.73,1017.00,1.20
0.060,30542,1200,0,461,386,257,0.102,11.71,1017.00,1.19
0.062,30543,1200,0,461,386,256,0.073,11.70,1013.00,0.85
0.064,30544,1200,0,462,386,257,0.058,11.70,1014.00,0.68
0.066,30545,1200,0,460,384,257,0.102,11.70,1015.00,1.19
0.068,30546,1200,0,461,383,255,0.058,11.70,1015.00,0.68
0.070,30547,1200,0,461,385,256,0.087,11.70,1015.00,1.02
0.072,30548,1200,0,462,385,256,0.087,11.70,1015.00,1.02
0.074,30549,1200,0,461,386,255,0.117,11.73,1016.00,1.37
0.076,30550,1200,0,462,386,257,0.087,11.71,1017.00,1.02
0.078,30551,1200,0,462,384,255,0.073,11.70,1014.00,0.85
0.080,30552,1200,0,461,385,254,0.087,11.71,1014.00,1.02
0.082,30553,1200,0,462,386,256,0.102,11.73,1015.00,1.20
0.084,30554,1200,0,461,386,257,0.087,11.71,1018.00,1.02
0.086,30555,1200,0,461,384,255,0.087,11.71,1014.00,1.02
0.088,30556,1200,1,461,385,256,0.073,11.70,1016.00,0.85
0.090,30557,1200,1,462,386,254,0.102,11.72,1015.00,1.20
0.092,30558,1200,1,461,384,256,0.102,11.72,1015.00,1.20
0.094,30559,1200,1,463,386,256,0.087,11.71,1016.00,1.02
0.096,30560,1200,1,460,384,255,0.087,11.71,1013.00,1.02
0.098,30561,1200,1,460,384,255,0.087,11.72,1015.00,1.02
0.100,30562,1200,1,461,386,255,0.102,11.73,1015.00,1.20
0.102,30563,1200,1,460,385,257,0.102,11.71,1018.00,1.19
0.104,30564,1200,1,461,384,256,0.073,11.70,1016.00,0.85
0.106,30565,1200,1,462,385,256,0.073,11.70,1015.00,0.85
0.108,30566,1200,1,460,385,256,0.058,11.71,1015.00,0.68
0.110,30567,1200,1,460,384,256,0.087,11.70,1014.00,1.02
0.112,30568,1200,1,460,385,255,0.117,11.73,1015.00,1.37
0.114,30569,1200,1,462,385,256,0.087,11.71,1015.00,1.02
0.116,30570,1200,1,462,386,254,0.073,11.70,1013.00,0.85
0.118,30571,1200,1,460,385,255,0.073,11.71,1015.00,0.85
0.120,30572,1200,1,461,385,256,0.087,11.73,1015.00,1.02
