Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,9997,1500,0,512,386,257,0.087,11.72,3446.00,1.02
0.002,9998,900,0,512,385,258,0.102,11.72,3448.00,1.20
0.004,9999,900,0,512,385,257,0.043,11.70,3444.00,0.50
0.006,10000,900,0,511,386,256,0.117,11.74,3447.00,1.37
0.008,10001,900,0,512,386,256,0.087,11.72,3447.00,1.02
0.010,10002,900,0,511,384,258,0.073,11.71,3449.00,0.85
0.012,10003,900,0,511,385,256,0.102,11.72,3445.00,1.20
0.014,10004,900,0,511,386,257,0.102,11.74,3446.00,1.20
0.016,10005,900,0,512,385,255,0.073,11.70,3446.00,0.85
0.018,10006,900,0,510,384,254,0.073,11.70,3446.00,0.85
0.020,10007,900,0,512,386,257,0.087,11.72,3447.00,1.02
0.022,10008,900,0,512,386,257,0.087,11.71,3448.00,1.02
0.024,10009,900,0,511,386,256,0.087,11.71,3447.00,1.02
0.026,10010,900,0,511,385,258,0.087,11.72,3447.00,1.02
0.028,10011,900,0,511,386,256,0.102,11.73,3447.00,1.20
0.030,10012,900,0,512,386,256,0.073,11.70,3446.00,0.85
0.032,10013,900,0,510,386,254,0.087,11.70,3446.00,1.02
0.034,10014,900,0,512,386,258,0.087,11.73,3447.00,1.02
0.036,10015,900,0,511,384,256,0.073,11.71,3445.00,0.85
0.038,10016,900,0,510,385,256,0.087,11.72,3446.00,1.02
0.040,10017,900,0,512,387,256,0.102,11.73,3446.00,1.20
0.042,10018,900,0,511,385,258,0.102,11.71,3449.00,1.19
0.044,10019,900,0,511,384,257,0.058,11.71,3447.00,0.68
0.046,10020,900,0,511,386,256,0.102,11.74,3445.00,1.20
0.048,10021,900,0,512,387,257,0.087,11.71,3448.00,1.02
0.050,10022,900,0,511,385,256,0.058,11.70,3445.00,0.68
0.052,10023,900,0,511,385,255,0.087,11.71,3445.00,1.02
0.054,10024,900,0,512,387,256,0.087,11.73,3446.00,1.02
0.056,10025,900,0,512,384,256,0.058,11.70,3445.00,0.68
0.058,10026,900,0,509,385,257,0.087,11.73,3447.00,1.02
0.060,10027,900,0,511,386,256,0.087,11.73,3447.00,1.02
0.062,10028,900,0,513,386,257,0.102,11.72,3446.00,1.20
0.064,10029,900,0,510,385,256,0.058,11.71,3447.00,0.68
0.066,10030,900,0,510,386,256,0.117,11.73,3447.00,1.37
0.068,10031,900,0,512,386,258,0.058,11.71,3448.00,0.68
0.070,10032,900,0,511,385,254,0.087,11.71,3445.00,1.02
0.072,10033,900,0,512,386,257,0.102,11.71,3447.00,1.19
0.074,10034,900,0,510,386,257,0.058,11.70,3446.00,0.68
0.076,10035,900,0,510,385,257,0.058,11.70,3446.00,0.68
0.078,10036,900,0,511,386,255,0.087,11.72,3447.00,1.02
0.080,10037,900,0,511,385,258,0.073,11.70,3448.00,0.85
0.082,10038,900,0,511,385,257,0.073,11.71,3447.00,0.85
0.084,10039,900,0,510,385,255,0.087,11.73,3445.00,1.02
0.086,10040,900,0,511,383,258,0.073,11.72,3448.00,0.86
0.088,10041,900,1,510,385,257,0.087,11.72,3446.00,1.02
0.090,10042,900,1,514,388,258,0.087,11.73,3448.00,1.02
0.092,10043,900,1,508,385,255,0.073,11.70,3446.00,0.85
0.094,10044,900,1,513,387,254,0.117,11.74,3445.00,1.37
0.096,10045,900,1,511,384,257,0.073,11.71,3447.00,0.85
0.098,10046,900,1,510,385,257,0.087,11.71,3447.00,1.02
