Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,54027,1800,0,508,385,256,0.087,11.71,1362.00,1.02
0.002,54028,1800,0,510,385,258,0.087,11.71,1363.00,1.02
0.004,54029,1800,0,511,386,257,0.073,11.71,1362.00,0.85
0.006,54030,1800,0,511,387,256,0.102,11.74,1362.00,1.20
0.008,54031,1800,0,510,385,257,0.087,11.72,1362.00,1.02
0.010,54032,1800,0,507,384,256,0.087,11.72,1361.00,1.02
0.012,54033,1800,0,509,384,255,0.102,11.72,1359.00,1.20
0.014,54034,1800,0,510,386,256,0.087,11.72,1361.00,1.02
0.016,54035,1800,0,509,385,257,0.043,11.71,1362.00,0.50
0.018,54036,1800,0,510,385,256,0.073,11.71,1361.00,0.85
0.020,54037,1800,0,509,386,257,0.102,11.71,1361.00,1.19
0.022,54038,1800,0,509,385,256,0.073,11.70,1359.00,0.85
0.024,54039,1800,0,509,385,256,0.073,11.71,1359.00,0.85
0.026,54040,1800,0,509,385,256,0.058,11.70,1359.00,0.68
0.028,54041,1800,0,509,385,254,0.058,11.71,1358.00,0.68
0.030,54042,1800,0,510,387,256,0.102,11.73,1360.00,1.20
0.032,54043,1800,0,509,385,255,0.087,11.70,1359.00,1.02
0.034,54044,1800,0,509,385,255,0.073,11.71,1359.00,0.85
0.036,54045,1800,0,509,384,255,0.102,11.73,1361.00,1.20
0.038,54046,1800,0,509,386,257,0.087,11.74,1362.00,1.02
0.040,54047,1800,0,511,385,257,0.087,11.72,1361.00,1.02
0.042,54048,1800,0,508,385,255,0.073,11.71,1358.00,0.85
0.044,54049,1800,0,508,384,255,0.073,11.71,1358.00,0.85
0.046,54050,1800,0,508,384,254,0.073,11.71,1359.00,0.85
0.048,54051,1800,0,510,387,256,0.102,11.72,1361.00,1.20
0.050,54052,1800,0,509,386,257,0.073,11.71,1361.00,0.85
0.052,54053,1800,0,509,385,257,0.087,11.72,1361.00,1.02
0.054,54054,1800,0,509,384,257,0.087,11.70,1362.00,1.02
0.056,54055,1800,0,509,385,256,0.102,11.71,1361.00,1.19
0.058,54056,300,0,509,387,255,0.073,11.72,1359.00,0.86
0.060,54057,300,0,511,387,256,0.102,11.73,1360.00,1.20
0.062,54058,300,0,509,385,257,0.073,11.71,1361.00,0.85
0.064,54059,300,0,508,386,255,0.087,11.72,1358.00,1.02
0.066,54060,300,0,510,385,257,0.117,11.71,1361.00,1.37
0.068,54061,300,0,510,386,255,0.073,11.72,1358.00,0.86
0.070,54062,300,0,509,385,254,0.087,11.73,1359.00,1.02
