Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,33016,1800,0,510,384,256,0.058,11.70,2394.00,0.68
0.002,33017,1800,0,509,386,257,0.058,11.71,2394.00,0.68
0.004,33018,1800,0,512,387,257,0.087,11.72,2394.00,1.02
0.006,33019,1800,0,511,385,257,0.087,11.73,2394.00,1.02
0.008,33020,1800,0,510,385,257,0.073,11.71,2395.00,0.85
0.010,33021,1800,0,511,386,256,0.102,11.73,2395.00,1.20
0.012,33022,1800,0,512,385,257,0.087,11.72,2396.00,1.02
0.014,33023,1800,0,511,386,255,0.058,11.70,2393.00,0.68
0.016,33024,1800,0,510,386,254,0.073,11.71,2393.00,0.85
0.018,33025,1800,0,510,386,256,0.102,11.73,2394.00,1.20
0.020,33026,1800,0,511,384,255,0.058,11.70,2392.00,0.68
0.022,33027,1800,0,510,384,255,0.058,11.70,2393.00,0.68
0.024,33028,1800,0,510,386,255,0.087,11.74,2394.00,1.02
0.026,33029,1800,0,510,386,256,0.058,11.70,2395.00,0.68
0.028,33030,1800,0,511,386,257,0.073,11.72,2394.00,0.86
0.030,33031,1800,0,510,385,257,0.117,11.72,2395.00,1.37
0.032,33032,1800,0,511,385,256,0.102,11.72,2395.00,1.20
0.034,33033,600,0,511,384,257,0.087,11.72,2392.00,1.02
0.036,33034,600,0,508,384,255,0.087,11.72,2393.00,1.02
0.038,33035,600,0,509,385,255,0.073,11.72,2392.00,0.86
0.040,33036,600,0,510,386,255,0.102,11.72,2393.00,1.20
0.042,33037,600,0,511,385,257,0.087,11.72,2394.00,1.02
0.044,33038,600,0,510,386,256,0.087,11.71,2395.00,1.02
0.046,33039,600,0,511,385,256,0.073,11.71,2394.00,0.85
0.048,33040,600,0,511,385,256,0.087,11.70,2395.00,1.02
0.050,33041,600,0,509,385,256,0.058,11.70,2393.00,0.68
0.052,33042,600,0,510,385,256,0.073,11.71,2391.00,0.85
0.054,33043,600,0,510,384,256,0.073,11.70,2391.00,0.85
0.056,33044,600,0,510,384,254,0.073,11.71,2393.00,0.85
0.058,33045,600,0,511,387,256,0.087,11.73,2393.00,1.02
0.060,33046,600,0,511,384,255,0.058,11.70,2393.00,0.68
0.062,33047,600,0,510,384,254,0.087,11.73,2393.00,1.02
0.064,33048,600,0,510,386,256,0.087,11.73,2394.00,1.02
0.066,33049,600,0,511,386,257,0.087,11.72,2395.00,1.02
0.068,33050,600,0,510,384,256,0.073,11.70,2392.00,0.85
0.070,33051,600,0,511,384,257,0.073,11.71,2393.00,0.85
0.072,33052,600,0,510,385,256,0.117,11.73,2393.00,1.37
0.074,33053,600,0,510,386,255,0.102,11.73,2394.00,1.20
0.076,33054,600,0,510,385,256,0.087,11.72,2395.00,1.02
0.078,33055,600,0,509,384,256,0.058,11.70,2393.00,0.68
0.080,33056,600,0,510,385,253,0.073,11.71,2393.00,0.85
0.082,33057,600,0,510,385,256,0.087,11.72,2395.00,1.02
0.084,33058,600,0,511,386,256,0.087,11.72,2394.00,1.02
0.086,33059,600,0,510,385,257,0.073,11.72,2393.00,0.86
0.088,33060,600,1,511,384,257,0.058,11.70,2393.00,0.68
0.090,33061,600,1,512,385,258,0.058,11.71,2393.00,0.68
0.092,33062,600,1,511,385,255,0.087,11.71,2392.00,1.02
0.094,33063,600,1,510,385,255,0.102,11.73,2394.00,1.20
0.096,33064,600,1,510,385,255,0.102,11.73,2394.00,1.20
