Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,36515,1500,0,472,385,257,0.087,11.72,1360.00,1.02
0.002,36516,1500,0,473,385,253,0.087,11.72,1358.00,1.02
0.004,36517,1500,0,472,385,254,0.073,11.70,1359.00,0.85
0.006,36518,1500,0,472,384,258,0.087,11.71,1362.00,1.02
0.008,36519,1500,0,474,387,256,0.102,11.72,1360.00,1.20
0.010,36520,1500,0,473,385,256,0.073,11.71,1361.00,0.85
0.012,36521,1500,0,471,384,256,0.073,11.70,1359.00,0.85
0.014,36522,1500,0,473,385,254,0.073,11.71,1361.00,0.85
0.016,36523,1500,0,473,385,255,0.102,11.72,1361.00,1.20
0.018,36524,1500,0,475,387,255,0.087,11.72,1359.00,1.02
0.020,36525,1500,0,475,387,257,0.117,11.73,1361.00,1.37
0.022,36526,1500,0,472,385,256,0.058,11.70,1359.00,0.68
0.024,36527,1500,0,473,385,257,0.087,11.70,1361.00,1.02
0.026,36528,1500,0,473,384,256,0.087,11.71,1362.00,1.02
0.028,36529,1500,0,474,385,255,0.117,11.73,1360.00,1.37
0.030,36530,1500,0,473,385,256,0.102,11.72,1362.00,1.20
0.032,36531,1500,0,473,385,256,0.073,11.71,1362.00,0.85
0.034,36532,1500,0,473,385,255,0.073,11.71,1358.00,0.85
0.036,36533,1500,0,474,386,257,0.073,11.71,1361.00,0.85
0.038,36534,1500,0,472,385,257,0.087,11.71,1360.00,1.02
0.040,36535,1500,0,473,384,256,0.073,11.70,1361.00,0.85
0.042,36536,1500,0,474,386,255,0.073,11.70,1359.00,0.85
0.044,36537,1500,0,474,386,256,0.073,11.70,1360.00,0.85
0.046,36538,1500,0,473,384,255,0.087,11.70,1359.00,1.02
0.048,36539,1500,0,473,385,254,0.087,11.72,1359.00,1.02
0.050,36540,1500,0,473,387,255,0.102,11.73,1362.00,1.20
0.052,36541,1500,0,473,385,256,0.058,11.70,1359.00,0.68
0.054,36542,1500,0,472,385,254,0.087,11.72,1360.00,1.02
0.056,36543,1500,0,473,385,256,0.117,11.73,1361.00,1.37
0.058,36544,1500,0,472,385,257,0.087,11.73,1363.00,1.02
0.060,36545,1500,0,472,386,256,0.087,11.71,1361.00,1.02
0.062,36546,1500,0,473,386,256,0.102,11.71,1361.00,1.19
0.064,36547,1500,0,473,385,256,0.131,11.74,1361.00,1.54
0.066,36548,1500,0,473,385,258,0.087,11.72,1362.00,1.02
0.068,36549,1500,0,473,385,255,0.073,11.70,1358.00,0.85
0.070,36550,0,0,474,386,255,0.102,11.72,1358.00,1.20
0.072,36551,0,0,474,387,256,0.102,11.74,1361.00,1.20
0.074,36552,0,0,474,387,257,0.087,11.71,1361.00,1.02
0.076,36553,0,0,473,385,257,0.087,11.71,1362.00,1.02
0.078,36554,0,0,473,385,257,0.087,11.71,1361.00,1.02
0.080,36555,0,0,473,385,256,0.117,11.73,1362.00,1.37
0.082,36556,0,0,473,386,257,0.087,11.71,1362.00,1.02
0.084,36557,0,0,472,384,256,0.073,11.70,1360.00,0.85
