Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,21506,1200,0,452,384,256,0.073,11.71,477.00,0.85
0.002,21507,1200,0,452,386,257,0.073,11.71,477.00,0.85
0.004,21508,1200,0,451,383,257,0.087,11.70,478.00,1.02
0.006,21509,1200,0,452,385,254,0.058,11.70,475.00,0.68
0.008,21510,1200,0,452,385,257,0.087,11.71,476.00,1.02
0.010,21511,1200,0,454,386,254,0.087,11.73,477.00,1.02
0.012,21512,1200,0,452,385,254,0.073,11.70,474.00,0.85
0.014,21513,1200,0,452,384,255,0.073,11.71,475.00,0.85
0.016,21514,1200,0,453,385,255,0.102,11.72,477.00,1.20
0.018,21515,1200,0,453,386,256,0.102,11.73,476.00,1.20
0.020,21516,1200,0,453,386,257,0.102,11.70,478.00,1.19
0.022,21517,1200,0,453,385,256,0.058,11.70,473.00,0.68
0.024,21518,1200,0,451,384,255,0.058,11.70,474.00,0.68
0.026,21519,1200,0,452,384,255,0.073,11.70,475.00,0.85
0.028,21520,1200,0,452,385,254,0.087,11.71,475.00,1.02
0.030,21521,1200,0,453,385,255,0.087,11.73,478.00,1.02
0.032,21522,1200,0,453,385,256,0.073,11.71,474.00,0.85
0.034,21523,1200,0,452,384,255,0.073,11.71,478.00,0.85
0.036,21524,600,0,452,386,256,0.102,11.73,476.00,1.20
0.038,21525,600,0,452,385,257,0.102,11.71,477.00,1.19
0.040,21526,600,0,453,385,255,0.087,11.70,473.00,1.02
0.042,21527,600,0,451,385,254,0.087,11.71,476.00,1.02
0.044,21528,600,0,453,387,256,0.102,11.73,476.00,1.20
0.046,21529,600,0,451,384,255,0.073,11.70,475.00,0.85
0.048,21530,600,0,451,385,254,0.087,11.72,477.00,1.02
0.050,21531,600,0,454,387,254,0.102,11.72,477.00,1.20
0.052,21532,600,0,452,386,257,0.117,11.71,479.00,1.37
0.054,21533,600,0,453,385,256,0.087,11.71,475.00,1.02
0.056,21534,600,0,452,386,256,0.117,11.72,476.00,1.37
0.058,21535,600,0,451,385,258,0.087,11.71,478.00,1.02
0.060,21536,600,0,452,385,256,0.058,11.70,475.00,0.68
0.062,21537,600,0,452,385,254,0.102,11.72,476.00,1.20
0.064,21538,600,0,452,384,258,0.117,11.72,478.00,1.37
0.066,21539,600,0,452,385,254,0.073,11.71,476.00,0.85
