Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,60526,1800,0,510,385,256,0.073,11.71,2744.00,0.85
0.002,60527,1800,0,511,384,255,0.073,11.71,2742.00,0.85
0.004,60528,1800,0,509,387,255,0.117,11.74,2743.00,1.37
0.006,60529,1800,0,512,386,256,0.087,11.71,2745.00,1.02
0.008,60530,1800,0,511,385,256,0.087,11.70,2746.00,1.02
0.010,60531,1800,0,511,387,256,0.102,11.73,2745.00,1.20
0.012,60532,1800,0,512,386,257,0.102,11.73,2746.00,1.20
0.014,60533,1800,0,511,384,255,0.087,11.70,2744.00,1.02
0.016,60534,1800,0,511,386,255,0.073,11.72,2744.00,0.86
0.018,60535,1800,0,511,387,256,0.102,11.73,2744.00,1.20
0.020,60536,1800,0,511,385,256,0.073,11.70,2744.00,0.85
0.022,60537,1800,0,511,385,255,0.073,11.72,2743.00,0.86
0.024,60538,1800,0,513,388,255,0.117,11.72,2745.00,1.37
0.026,60539,1800,0,511,386,257,0.117,11.72,2746.00,1.37
0.028,60540,1800,0,512,386,257,0.073,11.72,2745.00,0.86
0.030,60541,1800,0,509,385,256,0.102,11.72,2745.00,1.20
0.032,60542,1800,0,512,386,257,0.102,11.73,2745.00,1.20
0.034,60543,1800,0,512,385,257,0.058,11.70,2743.00,0.68
0.036,60544,1800,0,510,386,255,0.058,11.71,2743.00,0.68
0.038,60545,1800,0,511,387,256,0.102,11.74,2744.00,1.20
0.040,60546,1800,0,511,384,255,0.087,11.70,2745.00,1.02
0.042,60547,1800,0,510,385,254,0.087,11.71,2745.00,1.02
0.044,60548,1800,0,511,387,256,0.087,11.73,2744.00,1.02
0.046,60549,1800,0,511,386,257,0.087,11.71,2747.00,1.02
0.048,60550,900,0,512,386,258,0.073,11.71,2744.00,0.85
0.050,60551,900,0,510,386,256,0.102,11.73,2744.00,1.20
0.052,60552,900,0,512,387,256,0.102,11.72,2744.00,1.20
0.054,60553,900,0,512,387,256,0.087,11.72,2745.00,1.02
0.056,60554,900,0,511,385,256,0.043,11.70,2744.00,0.50
0.058,60555,900,0,509,384,255,0.087,11.73,2745.00,1.02
0.060,60556,900,0,511,387,256,0.102,11.74,2744.00,1.20
0.062,60557,900,0,511,384,255,0.073,11.70,2744.00,0.85
0.064,60558,900,0,510,384,254,0.087,11.71,2744.00,1.02
0.066,60559,900,0,512,387,255,0.102,11.74,2744.00,1.20
0.068,60560,900,0,512,387,257,0.087,11.71,2745.00,1.02
0.070,60561,900,0,511,385,256,0.073,11.70,2742.00,0.85
0.072,60562,900,0,511,384,256,0.029,11.70,2744.00,0.34
0.074,60563,900,0,511,384,255,0.073,11.70,2744.00,0.85
0.076,60564,900,0,510,385,256,0.117,11.73,2745.00,1.37
0.078,60565,900,0,510,384,256,0.087,11.70,2747.00,1.02
0.080,60566,900,0,512,386,255,0.087,11.70,2743.00,1.02
0.082,60567,900,0,511,384,254,0.087,11.72,2744.00,1.02
0.084,60568,900,0,512,386,256,0.087,11.73,2744.00,1.02
0.086,60569,900,0,511,386,257,0.117,11.72,2745.00,1.37
0.088,60570,900,1,509,384,255,0.087,11.71,2743.00,1.02
0.090,60571,900,1,510,386,256,0.102,11.72,2744.00,1.20
0.092,60572,900,1,510,386,255,0.117,11.73,2745.00,1.37
0.094,60573,900,1,510,385,256,0.117,11.73,2746.00,1.37
0.096,60574,900,1,511,385,256,0.087,11.72,2746.00,1.02
0.098,60575,900,1,512,385,256,0.087,11.70,2744.00,1.02
0.100,60576,900,1,509,385,255,0.073,11.72,2743.00,0.86
0.102,60577,900,1,512,387,255,0.117,11.74,2744.00,1.37
0.104,60578,900,1,510,386,257,0.102,11.71,2745.00,1.19
0.106,60579,900,1,511,386,257,0.073,11.71,2745.00,0.85
0.108,60580,900,1,511,386,256,0.058,11.71,2743.00,0.68
0.110,60581,900,1,512,384,255,0.073,11.70,2744.00,0.85
0.112,60582,900,1,512,385,255,0.087,11.70,2743.00,1.02
0.114,60583,900,1,510,386,255,0.102,11.73,2745.00,1.20
0.116,60584,900,1,511,386,257,0.087,11.71,2745.00,1.02
0.118,60585,900,1,511,385,256,0.058,11.71,2743.00,0.68
0.120,60586,900,1,510,385,255,0.073,11.71,2743.00,0.85
0.122,60587,900,1,511,386,256,0.102,11.73,2746.00,1.20
0.124,60588,900,1,510,386,257,0.087,11.71,2746.00,1.02
0.126,60589,900,1,509,385,257,0.087,11.71,2747.00,1.02
0.128,60590,900,1,512,386,256,0.058,11.70,2743.00,0.68
0.130,60591,900,1,512,387,256,0.073,11.70,2743.00,0.85
0.132,60592,900,1,511,384,257,0.043,11.70,2744.00,0.50
0.134,60593,900,1,509,385,255,0.087,11.71,2744.00,1.02
0.136,60594,900,1,513,387,256,0.102,11.73,2744.00,1.20
0.138,60595,900,1,512,386,255,0.073,11.70,2742.00,0.85
0.140,60596,900,1,510,385,254,0.073,11.72,2744.00,0.86
0.142,60597,900,1,512,387,257,0.087,11.73,2746.00,1.02
0.144,60598,900,1,511,386,257,0.087,11.72,2746.00,1.02
0.146,60599,900,1,512,387,255,0.058,11.71,2743.00,0.68
0.148,60600,900,1,511,384,256,0.073,11.70,2745.00,0.85
0.150,60601,900,1,512,385,256,0.102,11.72,2745.00,1.20
0.152,60602,900,1,512,386,257,0.073,11.70,2744.00,0.85
0.154,60603,900,1,509,385,255,0.087,11.70,2744.00,1.02
0.156,60604,900,1,511,387,256,0.102,11.72,2745.00,1.20
0.158,60605,900,1,511,384,258,0.102,11.71,2746.00,1.19
0.160,60606,900,1,511,386,257,0.087,11.71,2745.00,1.02
0.162,60607,900,1,510,385,257,0.102,11.73,2746.00,1.20
0.164,60608,900,1,511,385,258,0.087,11.71,2747.00,1.02
0.166,60609,900,1,512,387,256,0.073,11.70,2743.00,0.85
0.168,60610,900,1,510,385,257,0.102,11.73,2745.00,1.20
0.170,60611,900,1,510,385,257,0.087,11.71,2744.00,1.02
0.172,60612,900,1,510,385,255,0.073,11.71,2743.00,0.85
0.174,60613,900,2,512,387,257,0.087,11.72,2746.00,1.02
0.176,60614,900,2,512,385,255,0.073,11.71,2743.00,0.85
0.178,60615,900,2,511,385,255,0.087,11.72,2744.00,1.02
0.180,60616,900,2,510,385,258,0.102,11.72,2747.00,1.20
