Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,45520,0,0,502,385,256,0.073,11.71,1880.00,0.85
0.002,45521,0,0,502,385,256,0.058,11.70,1879.00,0.68
0.004,45522,0,0,502,385,255,0.087,11.72,1879.00,1.02
0.006,45523,0,0,503,387,254,0.073,11.72,1878.00,0.86
0.008,45524,0,0,502,385,258,0.073,11.71,1882.00,0.85
0.010,45525,0,0,503,385,257,0.058,11.70,1879.00,0.68
0.012,45526,0,0,502,386,257,0.087,11.73,1880.00,1.02
0.014,45527,0,0,501,384,257,0.087,11.70,1880.00,1.02
0.016,45528,0,0,504,386,256,0.087,11.72,1878.00,1.02
0.018,45529,0,0,502,384,256,0.058,11.70,1878.00,0.68
0.020,45530,0,0,501,383,256,0.043,11.70,1879.00,0.50
0.022,45531,0,0,503,385,256,0.058,11.70,1879.00,0.68
0.024,45532,0,0,501,385,257,0.073,11.70,1881.00,0.85
0.026,45533,1200,0,502,385,256,0.087,11.71,1881.00,1.02
0.028,45534,1200,0,501,385,257,0.087,11.72,1881.00,1.02
0.030,45535,1200,0,502,385,257,0.073,11.70,1879.00,0.85
0.032,45536,1200,0,502,383,257,0.087,11.72,1879.00,1.02
0.034,45537,1200,0,501,385,256,0.073,11.71,1880.00,0.85
0.036,45538,1200,0,501,384,255,0.073,11.70,1878.00,0.85
0.038,45539,1200,0,502,385,255,0.087,11.71,1878.00,1.02
0.040,45540,1200,0,502,387,257,0.102,11.72,1880.00,1.20
0.042,45541,1200,0,501,385,256,0.073,11.70,1879.00,0.85
0.044,45542,1200,0,502,385,254,0.087,11.72,1878.00,1.02
0.046,45543,1200,0,502,385,256,0.102,11.74,1879.00,1.20
0.048,45544,1200,0,502,386,256,0.087,11.73,1879.00,1.02
0.050,45545,1200,0,502,385,256,0.087,11.71,1878.00,1.02
0.052,45546,1200,0,503,386,256,0.073,11.71,1877.00,0.85
0.054,45547,1200,0,501,384,256,0.073,11.71,1879.00,0.85
0.056,45548,1200,0,502,387,256,0.087,11.72,1880.00,1.02
0.058,45549,1200,0,502,385,255,0.073,11.70,1878.00,0.85
0.060,45550,1200,0,502,385,254,0.073,11.71,1878.00,0.85
0.062,45551,1200,0,502,386,257,0.087,11.73,1880.00,1.02
0.064,45552,1200,0,501,385,257,0.073,11.71,1880.00,0.85
0.066,45553,1200,0,502,385,257,0.073,11.70,1879.00,0.85
0.068,45554,1200,0,502,386,256,0.102,11.73,1879.00,1.20
0.070,45555,1200,0,502,385,257,0.073,11.70,1881.00,0.85
0.072,45556,1200,0,501,385,256,0.058,11.70,1877.00,0.68
0.074,45557,1200,0,502,385,256,0.117,11.73,1880.00,1.37
0.076,45558,1200,0,502,385,257,0.087,11.72,1881.00,1.02
0.078,45559,1200,0,502,384,255,0.073,11.70,1877.00,0.85
0.080,45560,1200,0,501,384,255,0.073,11.71,1878.00,0.85
0.082,45561,1200,0,503,386,255,0.087,11.73,1878.00,1.02
0.084,45562,1200,0,501,384,257,0.073,11.71,1879.00,0.85
0.086,45563,1200,0,501,384,257,0.073,11.70,1881.00,0.85
0.088,45564,1200,0,502,385,255,0.102,11.72,1879.00,1.20
0.090,45565,1200,1,502,385,258,0.087,11.72,1881.00,1.02
0.092,45566,1200,1,502,384,257,0.102,11.72,1881.00,1.20
0.094,45567,1200,1,503,386,257,0.087,11.71,1880.00,1.02
0.096,45568,1200,1,501,385,254,0.087,11.72,1877.00,1.02
0.098,45569,1200,1,503,387,257,0.102,11.73,1878.00,1.20
0.100,45570,1200,1,502,385,257,0.087,11.71,1879.00,1.02
0.102,45571,1200,1,502,384,257,0.073,11.70,1880.00,0.85
0.104,45572,1200,1,501,385,255,0.117,11.73,1879.00,1.37
0.106,45573,1200,1,503,386,257,0.102,11.72,1880.00,1.20
0.108,45574,1200,1,502,385,255,0.058,11.70,1877.00,0.68
0.110,45575,1200,1,501,385,256,0.117,11.73,1879.00,1.37
0.112,45576,1200,1,502,385,258,0.058,11.71,1880.00,0.68
0.114,45577,1200,1,501,384,255,0.073,11.71,1878.00,0.85
0.116,45578,1200,1,503,386,257,0.102,11.73,1879.00,1.20
0.118,45579,1200,1,501,383,256,0.058,11.70,1877.00,0.68
0.120,45580,1200,1,502,384,254,0.087,11.72,1878.00,1.02
0.122,45581,1200,1,501,385,256,0.117,11.73,1879.00,1.37
0.124,45582,1200,1,502,385,257,0.087,11.73,1880.00,1.02
0.126,45583,600,1,502,385,257,0.087,11.70,1881.00,1.02
0.128,45584,600,1,501,384,257,0.087,11.72,1880.00,1.02
0.130,45585,600,1,502,384,256,0.102,11.73,1879.00,1.20
0.132,45586,600,1,502,386,256,0.102,11.72,1879.00,1.20
0.134,45587,600,1,500,384,257,0.087,11.71,1881.00,1.02
0.136,45588,600,1,502,385,255,0.087,11.70,1877.00,1.02
0.138,45589,600,1,502,386,254,0.087,11.73,1878.00,1.02
0.140,45590,600,1,503,386,256,0.087,11.72,1879.00,1.02
0.142,45591,600,1,502,387,257,0.102,11.71,1881.00,1.19
0.144,45592,600,1,502,385,257,0.058,11.70,1880.00,0.68
0.146,45593,600,1,502,384,255,0.073,11.70,1878.00,0.85
0.148,45594,600,1,502,386,256,0.087,11.71,1877.00,1.02
0.150,45595,600,1,502,383,256,0.058,11.71,1877.00,0.68
0.152,45596,600,1,502,384,255,0.102,11.72,1879.00,1.20
0.154,45597,600,1,503,387,257,0.073,11.72,1880.00,0.86
0.156,45598,600,1,501,385,256,0.058,11.70,1879.00,0.68
0.158,45599,600,1,502,385,255,0.073,11.71,1879.00,0.85
0.160,45600,600,1,501,384,257,0.087,11.71,1881.00,1.02
0.162,45601,600,1,503,387,256,0.087,11.71,1879.00,1.02
0.164,45602,600,1,502,385,256,0.073,11.70,1878.00,0.85
0.166,45603,600,1,501,384,257,0.058,11.70,1879.00,0.68
0.168,45604,600,1,502,385,254,0.102,11.73,1879.00,1.20
0.170,45605,600,1,503,386,256,0.117,11.73,1879.00,1.37
0.172,45606,600,1,502,384,257,0.087,11.72,1881.00,1.02
0.174,45607,600,1,503,385,255,0.073,11.70,1879.00,0.85
0.176,45608,600,2,500,384,256,0.073,11.71,1880.00,0.85
0.178,45609,600,2,503,387,254,0.102,11.73,1879.00,1.20
0.180,45610,600,2,503,385,258,0.073,11.71,1881.00,0.85
0.182,45611,600,2,503,384,257,0.073,11.70,1880.00,0.85
0.184,45612,600,2,503,385,255,0.073,11.71,1877.00,0.85
0.186,45613,600,2,502,385,256,0.073,11.71,1878.00,0.85
0.188,45614,600,2,502,384,257,0.043,11.70,1878.00,0.50
0.190,45615,600,2,502,384,256,0.117,11.74,1880.00,1.37
0.192,45616,600,2,503,385,257,0.087,11.71,1880.00,1.02
0.194,45617,600,2,502,386,255,0.087,11.70,1877.00,1.02
0.196,45618,600,2,501,384,256,0.073,11.70,1879.00,0.85
0.198,45619,600,2,503,386,257,0.087,11.71,1879.00,1.02
0.200,45620,600,2,503,387,257,0.087,11.71,1879.00,1.02
0.202,45621,600,2,501,385,256,0.058,11.70,1879.00,0.68
0.204,45622,600,2,501,386,257,0.073,11.71,1879.00,0.85
0.206,45623,600,2,502,384,256,0.117,11.73,1879.00,1.37
0.208,45624,600,2,502,385,257,0.102,11.72,1880.00,1.20
0.210,45625,600,2,502,386,257,0.073,11.72,1880.00,0.86
0.212,45626,600,2,502,385,256,0.058,11.70,1878.00,0.68
0.214,45627,600,2,500,384,255,0.073,11.71,1878.00,0.85
0.216,45628,600,2,503,386,256,0.073,11.72,1878.00,0.86
0.218,45629,600,2,502,386,257,0.087,11.72,1880.00,1.02
0.220,45630,600,2,502,385,257,0.073,11.70,1879.00,0.85
0.222,45631,600,2,502,385,256,0.043,11.70,1879.00,0.50
0.224,45632,600,2,503,385,256,0.073,11.71,1878.00,0.85
0.226,45633,1800,2,502,384,255,0.087,11.72,1879.00,1.02
0.228,45634,1800,2,503,385,256,0.102,11.73,1880.00,1.20
0.230,45635,1800,2,502,384,256,0.029,11.70,1879.00,0.34
0.232,45636,1800,2,501,386,255,0.073,11.72,1878.00,0.86
0.234,45637,1800,2,504,387,256,0.087,11.73,1878.00,1.02
0.236,45638,1800,2,502,385,258,0.087,11.72,1880.00,1.02
0.238,45639,1800,2,503,385,257,0.073,11.70,1880.00,0.85
0.240,45640,1800,2,501,386,257,0.102,11.73,1880.00,1.20
0.242,45641,1800,2,503,386,258,0.102,11.72,1881.00,1.20
0.244,45642,1800,2,502,385,256,0.117,11.73,1879.00,1.37
0.246,45643,1800,2,503,386,257,0.087,11.71,1880.00,1.02
0.248,45644,1800,2,500,384,255,0.087,11.73,1878.00,1.02
0.250,45645,1800,2,503,387,257,0.087,11.73,1878.00,1.02
0.252,45646,1800,2,502,387,257,0.087,11.71,1880.00,1.02
0.254,45647,1800,2,501,383,258,0.073,11.70,1880.00,0.85
0.256,45648,1800,2,501,385,257,0.102,11.72,1881.00,1.20
0.258,45649,1800,2,502,386,257,0.102,11.72,1880.00,1.20
0.260,45650,1800,2,502,385,256,0.058,11.70,1878.00,0.68
0.262,45651,1800,3,501,385,257,0.102,11.72,1879.00,1.20
0.264,45652,1800,3,503,385,258,0.087,11.71,1879.00,1.02
0.266,45653,1800,3,502,386,255,0.073,11.72,1878.00,0.86
0.268,45654,1800,3,502,386,256,0.087,11.73,1879.00,1.02
0.270,45655,1800,3,502,383,256,0.043,11.70,1879.00,0.50
0.272,45656,1800,3,501,384,255,0.058,11.71,1878.00,0.68
0.274,45657,1800,3,502,384,256,0.117,11.73,1880.00,1.37
0.276,45658,1800,3,502,387,257,0.117,11.73,1880.00,1.37
0.278,45659,1800,3,501,386,257,0.058,11.70,1881.00,0.68
0.280,45660,1800,3,502,384,255,0.073,11.70,1878.00,0.85
0.282,45661,1800,3,501,385,256,0.117,11.73,1878.00,1.37
0.284,45662,1800,3,501,385,257,0.087,11.72,1879.00,1.02
0.286,45663,1800,3,501,385,255,0.102,11.73,1879.00,1.20
0.288,45664,1800,3,503,386,257,0.102,11.73,1880.00,1.20
0.290,45665,1800,3,502,385,257,0.102,11.72,1880.00,1.20
0.292,45666,1800,3,503,385,256,0.087,11.71,1880.00,1.02
0.294,45667,1800,3,502,384,257,0.102,11.73,1880.00,1.20
0.296,45668,1800,3,503,386,257,0.102,11.72,1879.00,1.20
0.298,45669,1800,3,503,385,255,0.073,11.70,1877.00,0.85
0.300,45670,1800,3,502,384,257,0.087,11.73,1879.00,1.02
0.302,45671,1800,3,502,385,258,0.102,11.71,1880.00,1.19
0.304,45672,1800,3,501,384,256,0.073,11.71,1879.00,0.85
