Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,42518,0,0,490,384,257,0.073,11.71,1709.00,0.85
0.002,42519,0,0,490,386,257,0.102,11.73,1710.00,1.20
0.004,42520,0,0,492,386,256,0.087,11.72,1711.00,1.02
0.006,42521,0,0,492,386,256,0.087,11.73,1709.00,1.02
0.008,42522,0,0,490,385,257,0.102,11.73,1711.00,1.20
0.010,42523,0,0,489,385,257,0.073,11.71,1711.00,0.85
0.012,42524,0,0,490,384,255,0.073,11.70,1708.00,0.85
0.014,42525,0,0,490,385,257,0.102,11.73,1709.00,1.20
0.016,42526,1200,0,491,387,256,0.102,11.73,1709.00,1.20
0.018,42527,1200,0,490,384,256,0.073,11.71,1707.00,0.85
0.020,42528,1200,0,491,384,255,0.073,11.71,1709.00,0.85
0.022,42529,1200,0,492,386,256,0.087,11.72,1710.00,1.02
0.024,42530,1200,0,491,385,257,0.102,11.71,1711.00,1.19
0.026,42531,1200,0,490,385,257,0.043,11.70,1711.00,0.50
0.028,42532,1200,0,490,385,256,0.087,11.72,1709.00,1.02
0.030,42533,1200,0,491,386,258,0.102,11.72,1710.00,1.20
0.032,42534,1200,0,490,384,255,0.073,11.71,1706.00,0.85
0.034,42535,1200,0,490,384,255,0.087,11.71,1708.00,1.02
0.036,42536,1200,0,491,386,257,0.087,11.72,1710.00,1.02
0.038,42537,1200,0,490,383,256,0.058,11.70,1709.00,0.68
0.040,42538,1200,0,491,384,255,0.073,11.71,1709.00,0.85
0.042,42539,1200,0,491,386,256,0.087,11.73,1710.00,1.02
0.044,42540,1200,0,490,385,257,0.073,11.71,1711.00,0.85
0.046,42541,1200,0,490,384,257,0.073,11.71,1708.00,0.85
0.048,42542,1200,0,490,385,257,0.102,11.73,1709.00,1.20
0.050,42543,1200,0,490,385,257,0.087,11.71,1709.00,1.02
0.052,42544,1200,0,490,386,257,0.073,11.70,1709.00,0.85
0.054,42545,1200,0,490,385,255,0.102,11.73,1709.00,1.20
0.056,42546,1200,0,492,387,257,0.087,11.72,1709.00,1.02
0.058,42547,1200,0,490,384,256,0.058,11.70,1707.00,0.68
0.060,42548,1200,0,490,384,255,0.087,11.72,1709.00,1.02
0.062,42549,1200,0,492,387,257,0.102,11.73,1710.00,1.20
0.064,42550,1200,0,491,385,258,0.087,11.71,1709.00,1.02
0.066,42551,1200,0,490,384,257,0.073,11.71,1708.00,0.85
0.068,42552,1200,0,490,385,258,0.102,11.73,1708.00,1.20
0.070,42553,1200,0,491,386,257,0.102,11.74,1709.00,1.20
0.072,42554,1200,0,490,384,256,0.058,11.70,1707.00,0.68
0.074,42555,1200,0,491,385,256,0.087,11.72,1710.00,1.02
0.076,42556,1200,0,490,386,256,0.102,11.73,1711.00,1.20
0.078,42557,1200,0,490,385,256,0.073,11.71,1707.00,0.85
0.080,42558,1200,0,489,384,255,0.102,11.73,1708.00,1.20
0.082,42559,1200,0,491,386,257,0.102,11.73,1708.00,1.20
0.084,42560,1200,0,491,385,257,0.087,11.73,1709.00,1.02
0.086,42561,1200,0,490,384,257,0.073,11.70,1709.00,0.85
0.088,42562,1200,0,492,385,257,0.131,11.74,1710.00,1.54
0.090,42563,1200,1,491,387,258,0.087,11.72,1710.00,1.02
0.092,42564,1200,1,490,384,257,0.117,11.74,1710.00,1.37
0.094,42565,1200,1,490,386,256,0.087,11.72,1709.00,1.02
0.096,42566,1200,1,491,386,256,0.087,11.73,1708.00,1.02
0.098,42567,1200,1,491,387,257,0.102,11.72,1709.00,1.20
0.100,42568,1200,1,491,385,257,0.087,11.71,1709.00,1.02
0.102,42569,1200,1,491,385,257,0.087,11.70,1709.00,1.02
0.104,42570,1200,1,490,385,257,0.102,11.73,1709.00,1.20
0.106,42571,1200,1,491,386,257,0.073,11.71,1710.00,0.85
0.108,42572,1200,1,489,384,256,0.073,11.70,1708.00,0.85
0.110,42573,1200,1,490,386,257,0.102,11.73,1709.00,1.20
0.112,42574,1200,1,491,385,257,0.102,11.72,1710.00,1.20
0.114,42575,1200,1,489,384,255,0.073,11.71,1708.00,0.85
0.116,42576,600,1,491,387,257,0.073,11.71,1708.00,0.85
0.118,42577,600,1,490,385,256,0.058,11.70,1708.00,0.68
0.120,42578,600,1,491,385,255,0.073,11.70,1708.00,0.85
0.122,42579,600,1,492,386,258,0.087,11.72,1710.00,1.02
0.124,42580,600,1,491,386,257,0.102,11.72,1711.00,1.20
0.126,42581,600,1,491,385,256,0.058,11.70,1708.00,0.68
0.128,42582,600,1,490,385,257,0.073,11.70,1709.00,0.85
0.130,42583,600,1,490,385,256,0.102,11.72,1709.00,1.20
0.132,42584,600,1,490,386,257,0.087,11.72,1707.00,1.02
0.134,42585,600,1,490,385,258,0.073,11.72,1709.00,0.86
0.136,42586,600,1,491,385,256,0.073,11.71,1707.00,0.85
0.138,42587,600,1,490,385,255,0.058,11.70,1708.00,0.68
0.140,42588,600,1,491,386,257,0.087,11.72,1709.00,1.02
0.142,42589,600,1,491,386,257,0.102,11.71,1710.00,1.19
0.144,42590,600,1,490,384,257,0.087,11.71,1710.00,1.02
0.146,42591,600,1,490,385,256,0.058,11.70,1706.00,0.68
0.148,42592,600,1,491,385,256,0.058,11.70,1706.00,0.68
0.150,42593,600,1,491,385,256,0.058,11.70,1705.00,0.68
0.152,42594,600,1,491,385,257,0.102,11.73,1710.00,1.20
0.154,42595,600,1,491,386,258,0.058,11.71,1710.00,0.68
0.156,42596,600,1,490,385,255,0.073,11.71,1707.00,0.85
0.158,42597,600,1,491,384,255,0.073,11.71,1708.00,0.85
0.160,42598,600,1,491,386,258,0.102,11.74,1709.00,1.20
0.162,42599,600,1,491,386,257,0.102,11.72,1709.00,1.20
0.164,42600,600,1,490,384,256,0.058,11.70,1706.00,0.68
0.166,42601,600,1,491,386,257,0.087,11.70,1708.00,1.02
0.168,42602,600,1,491,386,256,0.087,11.72,1708.00,1.02
0.170,42603,600,1,492,386,255,0.102,11.73,1708.00,1.20
0.172,42604,600,1,491,385,257,0.087,11.72,1710.00,1.02
0.174,42605,600,1,491,385,256,0.058,11.70,1708.00,0.68
0.176,42606,600,2,491,385,254,0.058,11.70,1708.00,0.68
0.178,42607,600,2,492,387,257,0.087,11.73,1709.00,1.02
0.180,42608,600,2,492,385,257,0.087,11.71,1709.00,1.02
0.182,42609,600,2,490,385,257,0.073,11.72,1707.00,0.86
0.184,42610,600,2,490,384,255,0.058,11.71,1707.00,0.68
0.186,42611,600,2,490,385,257,0.058,11.70,1708.00,0.68
0.188,42612,600,2,490,384,256,0.073,11.70,1707.00,0.85
0.190,42613,600,2,492,385,256,0.102,11.73,1709.00,1.20
0.192,42614,600,2,492,386,257,0.087,11.72,1710.00,1.02
0.194,42615,600,2,489,384,256,0.058,11.70,1707.00,0.68
0.196,42616,600,2,490,384,255,0.073,11.72,1707.00,0.86
0.198,42617,600,2,492,386,257,0.087,11.73,1707.00,1.02
0.200,42618,600,2,491,386,256,0.087,11.71,1708.00,1.02
0.202,42619,600,2,491,385,256,0.073,11.71,1708.00,0.85
0.204,42620,600,2,490,385,257,0.102,11.71,1709.00,1.19
0.206,42621,600,2,491,384,256,0.102,11.73,1709.00,1.20
0.208,42622,600,2,491,386,256,0.117,11.73,1709.00,1.37
0.210,42623,600,2,491,386,257,0.087,11.72,1710.00,1.02
0.212,42624,600,2,490,384,255,0.073,11.71,1707.00,0.85
0.214,42625,600,2,490,384,255,0.087,11.72,1707.00,1.02
0.216,42626,600,2,491,385,256,0.087,11.73,1708.00,1.02
0.218,42627,600,2,490,384,256,0.073,11.71,1709.00,0.85
0.220,42628,600,2,491,386,256,0.117,11.73,1709.00,1.37
0.222,42629,600,2,490,385,257,0.087,11.72,1709.00,1.02
0.224,42630,600,2,491,385,255,0.087,11.71,1707.00,1.02
0.226,42631,600,2,491,385,255,0.102,11.73,1709.00,1.20
0.228,42632,600,2,491,385,257,0.087,11.72,1709.00,1.02
0.230,42633,600,2,490,384,255,0.087,11.72,1707.00,1.02
0.232,42634,600,2,491,386,256,0.102,11.74,1707.00,1.20
0.234,42635,600,2,491,385,257,0.102,11.72,1708.00,1.20
0.236,42636,600,2,491,386,256,0.073,11.71,1707.00,0.85
0.238,42637,600,2,491,385,256,0.102,11.73,1709.00,1.20
0.240,42638,600,2,491,386,257,0.102,11.72,1710.00,1.20
0.242,42639,600,2,491,384,256,0.058,11.70,1707.00,0.68
0.244,42640,600,2,491,386,256,0.117,11.73,1708.00,1.37
0.246,42641,600,2,490,385,257,0.102,11.72,1709.00,1.20
0.248,42642,600,2,490,385,254,0.087,11.72,1705.00,1.02
0.250,42643,600,2,491,385,255,0.102,11.73,1707.00,1.20
0.252,42644,600,2,491,384,256,0.087,11.71,1706.00,1.02
0.254,42645,600,2,489,385,254,0.073,11.72,1706.00,0.86
0.256,42646,600,2,491,385,255,0.117,11.74,1708.00,1.37
0.258,42647,600,2,491,385,256,0.087,11.72,1709.00,1.02
0.260,42648,600,2,491,384,254,0.058,11.71,1706.00,0.68
0.262,42649,600,3,490,386,256,0.102,11.73,1707.00,1.20
0.264,42650,600,3,491,385,257,0.087,11.72,1709.00,1.02
0.266,42651,600,3,490,385,254,0.087,11.71,1706.00,1.02
0.268,42652,600,3,491,386,257,0.102,11.74,1709.00,1.20
0.270,42653,600,3,490,385,255,0.073,11.71,1707.00,0.85
0.272,42654,600,3,490,385,254,0.073,11.72,1708.00,0.86
0.274,42655,600,3,491,387,256,0.102,11.73,1709.00,1.20
0.276,42656,600,3,491,386,256,0.087,11.72,1709.00,1.02
0.278,42657,600,3,490,384,254,0.073,11.71,1706.00,0.85
0.280,42658,600,3,491,385,255,0.117,11.74,1707.00,1.37
