Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,27510,1800,0,456,386,256,0.087,11.71,819.00,1.02
0.002,27511,1800,0,455,384,254,0.087,11.72,819.00,1.02
0.004,27512,1800,0,455,386,256,0.102,11.71,820.00,1.19
0.006,27513,1800,0,455,385,257,0.102,11.71,820.00,1.19
0.008,27514,1800,0,457,387,257,0.087,11.72,818.00,1.02
0.010,27515,1800,0,456,384,257,0.102,11.71,819.00,1.19
0.012,27516,1800,0,456,384,255,0.073,11.72,819.00,0.86
0.014,27517,1800,0,457,387,255,0.117,11.72,819.00,1.37
0.016,27518,1800,0,456,386,257,0.087,11.72,821.00,1.02
0.018,27519,1800,0,457,386,256,0.102,11.72,820.00,1.20
0.020,27520,1800,0,456,384,258,0.087,11.71,821.00,1.02
0.022,27521,1800,0,457,386,256,0.087,11.71,817.00,1.02
0.024,27522,1800,0,456,385,255,0.073,11.70,817.00,0.85
0.026,27523,1800,0,456,386,256,0.087,11.70,818.00,1.02
0.028,27524,1800,0,455,385,254,0.073,11.71,819.00,0.85
0.030,27525,1800,0,457,386,254,0.087,11.73,820.00,1.02
0.032,27526,1800,0,456,386,257,0.073,11.71,821.00,0.85
0.034,27527,1800,0,456,386,257,0.102,11.72,821.00,1.20
0.036,27528,1800,0,456,385,257,0.087,11.70,818.00,1.02
0.038,27529,1800,0,456,385,256,0.102,11.71,818.00,1.19
0.040,27530,1800,0,457,386,256,0.087,11.71,818.00,1.02
0.042,27531,1800,0,457,386,256,0.058,11.70,817.00,0.68
0.044,27532,1800,0,455,385,256,0.073,11.71,817.00,0.85
0.046,27533,1800,0,456,385,255,0.058,11.71,817.00,0.68
0.048,27534,1800,0,457,385,254,0.087,11.71,818.00,1.02
0.050,27535,1800,0,456,387,256,0.087,11.73,820.00,1.02
0.052,27536,1800,0,456,385,256,0.058,11.70,817.00,0.68
0.054,27537,1800,0,456,384,254,0.087,11.71,818.00,1.02
0.056,27538,1800,0,456,386,256,0.102,11.73,818.00,1.20
0.058,27539,1800,0,455,384,256,0.087,11.73,819.00,1.02
0.060,27540,1800,0,456,386,257,0.087,11.71,820.00,1.02
0.062,27541,1800,0,455,385,256,0.073,11.71,818.00,0.85
0.064,27542,1800,0,456,385,256,0.058,11.70,818.00,0.68
0.066,27543,1800,0,457,386,256,0.087,11.72,821.00,1.02
0.068,27544,1800,0,457,385,255,0.087,11.71,817.00,1.02
0.070,27545,1800,0,455,385,254,0.073,11.71,818.00,0.85
0.072,27546,1800,0,456,387,256,0.087,11.73,819.00,1.02
0.074,27547,1800,0,456,385,256,0.102,11.71,819.00,1.19
0.076,27548,1800,0,456,385,256,0.058,11.71,818.00,0.68
0.078,27549,1800,0,457,387,254,0.117,11.73,819.00,1.37
0.080,27550,1800,0,455,385,257,0.087,11.72,821.00,1.02
0.082,27551,1800,0,457,386,254,0.117,11.73,820.00,1.37
