Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,51523,1200,0,510,387,257,0.073,11.71,2227.00,0.85
0.002,51524,1200,0,511,385,257,0.058,11.71,2229.00,0.68
0.004,51525,1200,0,508,384,255,0.087,11.72,2226.00,1.02
0.006,51526,1200,0,511,385,256,0.073,11.70,2225.00,0.85
0.008,51527,1200,0,511,386,257,0.117,11.74,2227.00,1.37
0.010,51528,1200,0,510,387,258,0.087,11.72,2226.00,1.02
0.012,51529,1200,0,510,385,255,0.073,11.71,2224.00,0.85
0.014,51530,1200,0,510,385,256,0.087,11.71,2226.00,1.02
0.016,51531,1200,0,510,385,256,0.058,11.71,2226.00,0.68
0.018,51532,1200,0,510,386,255,0.087,11.72,2225.00,1.02
0.020,51533,1200,0,510,386,256,0.073,11.71,2227.00,0.85
0.022,51534,1200,0,510,386,257,0.058,11.70,2226.00,0.68
0.024,51535,1200,0,509,385,255,0.073,11.71,2225.00,0.85
0.026,51536,1200,0,508,386,254,0.117,11.73,2226.00,1.37
0.028,51537,1200,0,511,386,256,0.102,11.74,2226.00,1.20
0.030,51538,1200,0,511,386,257,0.102,11.71,2228.00,1.19
0.032,51539,1200,0,511,386,256,0.073,11.71,2225.00,0.85
0.034,51540,1200,0,511,385,256,0.073,11.70,2226.00,0.85
0.036,51541,1200,0,511,385,257,0.073,11.70,2226.00,0.85
0.038,51542,1200,0,509,386,254,0.087,11.71,2226.00,1.02
0.040,51543,1200,0,509,385,257,0.102,11.73,2227.00,1.20
0.042,51544,1200,0,511,387,255,0.087,11.72,2227.00,1.02
0.044,51545,1200,0,510,385,257,0.087,11.71,2226.00,1.02
0.046,51546,1200,0,511,386,258,0.087,11.71,2227.00,1.02
0.048,51547,600,0,509,384,257,0.087,11.72,2228.00,1.02
0.050,51548,600,0,512,387,256,0.087,11.73,2227.00,1.02
0.052,51549,600,0,510,385,256,0.073,11.70,2226.00,0.85
0.054,51550,600,0,509,384,256,0.087,11.72,2226.00,1.02
0.056,51551,600,0,511,386,257,0.102,11.73,2227.00,1.20
0.058,51552,600,0,512,385,256,0.073,11.71,2226.00,0.85
0.060,51553,600,0,509,385,255,0.073,11.70,2226.00,0.85
0.062,51554,600,0,511,387,256,0.102,11.73,2226.00,1.20
0.064,51555,600,0,512,385,257,0.102,11.73,2228.00,1.20
0.066,51556,600,0,509,385,257,0.102,11.72,2227.00,1.20
0.068,51557,600,0,510,386,257,0.087,11.72,2228.00,1.02
0.070,51558,600,0,510,385,257,0.102,11.71,2229.00,1.19
0.072,51559,600,0,510,386,256,0.117,11.73,2227.00,1.37
0.074,51560,600,0,511,385,257,0.102,11.73,2228.00,1.20
0.076,51561,600,0,509,385,255,0.073,11.72,2225.00,0.86
0.078,51562,600,0,510,385,257,0.102,11.73,2225.00,1.20
0.080,51563,600,0,511,385,256,0.073,11.70,2225.00,0.85
0.082,51564,600,0,509,384,254,0.073,11.72,2226.00,0.86
0.084,51565,600,0,510,385,256,0.102,11.72,2227.00,1.20
0.086,51566,600,0,511,385,257,0.087,11.72,2228.00,1.02
0.088,51567,600,1,510,386,258,0.087,11.70,2228.00,1.02
0.090,51568,600,1,508,384,256,0.117,11.73,2227.00,1.37
0.092,51569,600,1,509,385,256,0.087,11.71,2227.00,1.02
0.094,51570,600,1,509,383,254,0.073,11.72,2225.00,0.86
0.096,51571,600,1,512,387,257,0.102,11.73,2226.00,1.20
0.098,51572,600,1,511,386,256,0.073,11.70,2226.00,0.85
