Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,1,0,0,1985,2024,2491,0.175,15.22,217.00,2.66
0.002,2,0,0,1983,2023,2491,0.175,15.22,217.00,2.66
0.004,3,0,0,1985,2025,2490,0.190,15.23,218.00,2.89
0.006,4,0,0,1985,2025,2491,0.183,15.23,217.00,2.79
0.008,5,0,0,1985,2025,2492,0.183,15.23,217.00,2.79
0.010,6,0,0,1985,2025,2491,0.183,15.23,217.00,2.79
0.012,7,0,0,1984,2025,2492,0.190,15.23,217.00,2.89
0.014,8,0,0,1984,2024,2491,0.190,15.23,217.00,2.89
0.016,9,0,0,1984,2024,2492,0.183,15.22,215.00,2.79
0.018,10,0,0,1985,2025,2491,0.190,15.23,217.00,2.89
0.020,11,0,0,1984,2025,2491,0.183,15.22,215.00,2.79
0.022,12,0,0,1985,2025,2491,0.183,15.23,217.00,2.79
0.024,13,0,0,1985,2026,2492,0.190,15.23,217.00,2.89
0.026,14,0,0,1984,2024,2491,0.175,15.22,215.00,2.66
0.028,15,0,0,1985,2025,2492,0.190,15.22,217.00,2.89
0.030,16,0,0,1983,2023,2492,0.183,15.21,215.00,2.78
0.032,17,0,0,1984,2024,2491,0.190,15.23,217.00,2.89
0.034,18,0,0,1985,2025,2491,0.197,15.23,217.00,3.00
0.036,19,0,0,1983,2024,2493,0.190,15.22,214.00,2.89
0.038,20,0,0,1984,2025,2491,0.197,15.23,217.00,3.00
0.040,21,0,0,1985,2025,2492,0.175,15.23,215.00,2.66
0.042,22,0,0,1984,2025,2492,0.183,15.22,215.00,2.79
0.044,23,0,0,1984,2023,2493,0.175,15.21,214.00,2.66
0.046,24,0,0,1983,2024,2494,0.183,15.22,214.00,2.79
0.048,25,0,0,1984,2023,2492,0.183,15.22,215.00,2.79
0.050,26,0,0,1984,2024,2490,0.183,15.23,217.00,2.79
0.052,27,0,0,1984,2023,2492,0.183,15.22,215.00,2.79
0.054,28,0,0,1984,2024,2492,0.175,15.21,215.00,2.66
