Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,0,0,0,2008,1997,2496,0.219,12.31,2380.00,2.70
0.002,1,0,0,2006,1995,2498,0.227,12.31,2379.00,2.80
0.004,2,0,0,2006,1996,2497,0.212,12.30,2379.00,2.61
0.006,3,0,0,2006,1997,2497,0.227,12.31,2380.00,2.80
0.008,4,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.010,5,0,0,2007,1996,2496,0.219,12.31,2381.00,2.70
0.012,6,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.014,7,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.016,8,0,0,2006,1995,2497,0.219,12.31,2379.00,2.70
0.018,9,0,0,2006,1996,2497,0.212,12.31,2379.00,2.61
0.020,10,0,0,2007,1996,2497,0.212,12.31,2379.00,2.61
0.022,11,0,0,2007,1996,2496,0.227,12.32,2381.00,2.80
0.024,12,0,0,2007,1995,2496,0.212,12.31,2381.00,2.61
0.026,13,0,0,2007,1996,2496,0.219,12.31,2381.00,2.70
0.028,14,0,0,2007,1995,2496,0.219,12.31,2381.00,2.70
0.030,15,0,0,2007,1997,2496,0.212,12.31,2381.00,2.61
0.032,16,0,0,2007,1995,2497,0.219,12.31,2380.00,2.70
0.034,17,0,0,2007,1997,2495,0.212,12.31,2383.00,2.61
0.036,18,0,0,2006,1996,2496,0.212,12.31,2381.00,2.61
0.038,19,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.040,20,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.042,21,0,0,2006,1997,2496,0.219,12.31,2380.00,2.70
0.044,22,0,0,2007,1996,2495,0.212,12.31,2383.00,2.61
0.046,23,0,0,2007,1997,2496,0.219,12.31,2380.00,2.70
0.048,24,0,0,2006,1997,2497,0.219,12.31,2379.00,2.70
0.050,25,0,0,2006,1995,2497,0.219,12.31,2380.00,2.70
