Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,1,0,0,1987,2027,2495,0.212,15.33,214.00,3.25
0.002,2,0,0,1986,2026,2496,0.212,15.32,212.00,3.25
0.004,3,0,0,1988,2028,2494,0.212,15.34,214.00,3.25
0.006,4,0,0,1987,2027,2495,0.219,15.33,214.00,3.36
0.008,5,0,0,1986,2027,2495,0.205,15.33,212.00,3.14
0.010,6,0,0,1986,2026,2495,0.219,15.34,212.00,3.36
0.012,7,0,0,1986,2026,2495,0.212,15.33,211.00,3.25
0.014,8,0,0,1986,2026,2496,0.212,15.34,212.00,3.25
0.016,9,0,0,1988,2028,2494,0.212,15.33,214.00,3.25
0.018,10,0,0,1987,2027,2495,0.205,15.32,212.00,3.14
0.020,11,0,0,1987,2027,2495,0.190,15.32,212.00,2.91
0.022,12,0,0,1986,2027,2495,0.197,15.33,212.00,3.02
0.024,13,0,0,1986,2027,2496,0.212,15.33,212.00,3.25
0.026,14,0,0,1987,2026,2495,0.205,15.33,212.00,3.14
0.028,15,0,0,1986,2026,2495,0.212,15.33,214.00,3.25
0.030,16,0,0,1986,2026,2496,0.205,15.33,212.00,3.14
0.032,17,0,0,1986,2026,2495,0.212,15.34,214.00,3.25
0.034,18,0,0,1988,2028,2495,0.212,15.34,212.00,3.25
0.036,19,0,0,1988,2029,2495,0.205,15.33,215.00,3.14
0.038,20,0,0,1986,2027,2495,0.212,15.33,212.00,3.25
0.040,21,0,0,1987,2027,2495,0.197,15.32,214.00,3.02
0.042,22,0,0,1986,2026,2494,0.205,15.33,214.00,3.14
0.044,23,0,0,1986,2026,2494,0.197,15.33,214.00,3.02
0.046,24,0,0,1986,2027,2494,0.219,15.34,214.00,3.36
0.048,25,0,0,1985,2026,2495,0.205,15.32,212.00,3.14
0.050,26,0,1,1985,2026,2495,0.205,15.33,214.00,3.14
0.052,27,0,1,1986,2026,2496,0.212,15.33,211.00,3.25
0.054,28,0,1,1987,2028,2494,0.197,15.32,214.00,3.02
0.056,29,0,1,1988,2028,2494,0.205,15.32,214.00,3.14
0.058,30,0,1,1987,2028,2495,0.212,15.33,212.00,3.25
0.060,31,0,1,1985,2026,2495,0.212,15.33,211.00,3.25
0.062,32,0,1,1985,2027,2495,0.212,15.33,211.00,3.25
0.064,33,0,1,1986,2027,2496,0.205,15.33,211.00,3.14
0.066,34,0,1,1987,2028,2493,0.227,15.35,215.00,3.48
0.068,35,0,1,1987,2028,2495,0.197,15.32,212.00,3.02
0.070,36,0,1,1987,2028,2495,0.227,15.34,212.00,3.48
0.072,37,0,1,1987,2029,2495,0.212,15.34,214.00,3.25
0.074,38,0,1,1986,2027,2496,0.219,15.32,211.00,3.36
0.076,39,0,1,1987,2027,2496,0.197,15.33,211.00,3.02
0.078,40,0,1,1986,2027,2495,0.205,15.33,212.00,3.14
0.080,41,0,1,1987,2027,2495,0.219,15.34,212.00,3.36
0.082,42,0,1,1987,2027,2494,0.205,15.32,212.00,3.14
0.084,43,0,1,1987,2027,2494,0.212,15.34,212.00,3.25
0.086,44,0,1,1986,2027,2496,0.212,15.33,212.00,3.25
0.088,45,0,1,1986,2027,2495,0.227,15.35,212.00,3.48
0.090,46,0,1,1987,2027,2495,0.212,15.34,212.00,3.25
0.092,47,0,1,1986,2027,2494,0.212,15.33,214.00,3.25
0.094,48,0,1,1986,2025,2496,0.212,15.32,211.00,3.25
0.096,49,0,1,1988,2028,2495,0.219,15.33,212.00,3.36
0.098,50,0,1,1986,2026,2495,0.212,15.34,212.00,3.25
0.100,51,0,2,1986,2027,2495,0.212,15.33,212.00,3.25
0.102,52,0,2,1987,2027,2495,0.197,15.32,212.00,3.02
0.104,53,0,2,1988,2028,2495,0.227,15.35,212.00,3.48
0.106,54,0,2,1987,2027,2496,0.205,15.32,211.00,3.14
0.108,55,0,2,1987,2027,2496,0.219,15.34,212.00,3.36
0.110,56,0,2,1987,2027,2496,0.219,15.34,212.00,3.36
0.112,57,0,2,1986,2027,2494,0.212,15.33,212.00,3.25
0.114,58,0,2,1987,2027,2495,0.212,15.34,214.00,3.25
0.116,59,0,2,1986,2027,2497,0.205,15.33,211.00,3.14
0.118,60,0,2,1987,2027,2495,0.212,15.34,212.00,3.25
0.120,61,0,2,1988,2028,2496,0.219,15.33,212.00,3.36
0.122,62,0,2,1987,2027,2496,0.205,15.33,211.00,3.14
0.124,63,0,2,1988,2028,2495,0.212,15.33,214.00,3.25
0.126,64,0,2,1987,2027,2495,0.205,15.33,214.00,3.14
0.128,65,0,2,1986,2026,2495,0.212,15.33,212.00,3.25
0.130,66,0,2,1988,2028,2494,0.212,15.33,215.00,3.25
0.132,67,0,2,1987,2026,2495,0.205,15.33,212.00,3.14
0.134,68,0,2,1987,2027,2496,0.190,15.33,212.00,2.91
