Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,1,0,0,1987,2027,2493,0.205,15.27,215.00,3.13
0.002,2,0,0,1986,2026,2494,0.212,15.28,214.00,3.24
0.004,3,0,0,1988,2028,2492,0.205,15.27,217.00,3.13
0.006,4,0,0,1988,2028,2492,0.212,15.28,217.00,3.24
0.008,5,0,0,1987,2028,2493,0.212,15.28,215.00,3.24
0.010,6,0,0,1988,2028,2493,0.205,15.28,215.00,3.13
0.012,7,0,0,1985,2025,2495,0.197,15.25,214.00,3.00
0.014,8,0,0,1987,2028,2493,0.205,15.27,217.00,3.13
0.016,9,0,0,1987,2027,2493,0.212,15.27,215.00,3.24
0.018,10,0,0,1987,2027,2494,0.212,15.28,214.00,3.24
0.020,11,0,0,1987,2027,2493,0.212,15.27,215.00,3.24
0.022,12,0,0,1985,2026,2494,0.205,15.27,212.00,3.13
0.024,13,0,0,1987,2027,2493,0.212,15.26,214.00,3.24
0.026,14,0,0,1987,2026,2492,0.205,15.27,215.00,3.13
0.028,15,0,0,1987,2027,2495,0.205,15.26,214.00,3.13
0.030,16,0,0,1986,2027,2494,0.190,15.26,215.00,2.90
0.032,17,0,1,1986,2027,2492,0.205,15.27,215.00,3.13
0.034,18,0,1,1988,2028,2493,0.212,15.27,214.00,3.24
0.036,19,0,1,1987,2027,2493,0.205,15.27,215.00,3.13
0.038,20,0,1,1986,2026,2494,0.197,15.25,214.00,3.00
0.040,21,0,1,1986,2026,2494,0.190,15.26,212.00,2.90
0.042,22,0,1,1987,2027,2492,0.212,15.28,215.00,3.24
0.044,23,0,1,1987,2027,2494,0.205,15.26,215.00,3.13
0.046,24,0,1,1986,2026,2493,0.197,15.26,215.00,3.01
0.048,25,0,1,1987,2027,2492,0.205,15.27,217.00,3.13
0.050,26,0,1,1984,2024,2495,0.183,15.24,212.00,2.79
0.052,27,0,1,1986,2026,2494,0.205,15.27,214.00,3.13
0.054,28,0,1,1986,2027,2493,0.205,15.26,214.00,3.13
0.056,29,0,1,1985,2025,2493,0.197,15.26,214.00,3.01
0.058,30,0,1,1987,2028,2493,0.197,15.26,215.00,3.01
0.060,31,0,1,1986,2026,2495,0.197,15.26,212.00,3.01
0.062,32,0,2,1987,2027,2492,0.197,15.26,215.00,3.01
0.064,33,0,2,1987,2027,2493,0.205,15.27,214.00,3.13
0.066,34,0,2,1986,2026,2492,0.212,15.28,215.00,3.24
0.068,35,0,2,1986,2026,2493,0.212,15.28,215.00,3.24
0.070,36,0,2,1985,2025,2494,0.205,15.26,212.00,3.13
0.072,37,0,2,1986,2026,2494,0.212,15.26,214.00,3.24
0.074,38,0,2,1987,2028,2493,0.205,15.27,215.00,3.13
0.076,39,0,2,1987,2028,2493,0.205,15.26,214.00,3.13
0.078,40,0,2,1987,2027,2494,0.197,15.27,214.00,3.01
0.080,41,0,2,1987,2027,2492,0.205,15.28,215.00,3.13
0.082,42,0,2,1985,2026,2494,0.212,15.26,212.00,3.24
0.084,43,0,2,1985,2026,2494,0.205,15.26,215.00,3.13
0.086,44,0,2,1985,2025,2493,0.197,15.26,215.00,3.01
0.088,45,0,2,1985,2025,2493,0.205,15.26,214.00,3.13
0.090,46,0,2,1986,2026,2492,0.212,15.26,217.00,3.24
0.092,47,0,3,1987,2026,2494,0.197,15.25,214.00,3.00
0.094,48,0,3,1985,2025,2494,0.197,15.25,215.00,3.00
0.096,49,0,3,1987,2027,2493,0.197,15.26,215.00,3.01
0.098,50,0,3,1987,2027,2494,0.212,15.26,212.00,3.24
0.100,51,0,3,1986,2028,2494,0.197,15.25,212.00,3.00
0.102,52,0,3,1986,2027,2494,0.205,15.26,214.00,3.13
0.104,53,0,3,1985,2025,2492,0.212,15.26,215.00,3.24
0.106,54,0,3,1987,2027,2492,0.219,15.28,217.00,3.35
0.108,55,0,3,1987,2028,2492,0.219,15.27,217.00,3.34
0.110,56,0,3,1987,2028,2492,0.212,15.28,217.00,3.24
0.112,57,0,3,1987,2028,2493,0.205,15.26,217.00,3.13
0.114,58,0,3,1986,2026,2494,0.197,15.25,214.00,3.00
0.116,59,0,3,1985,2026,2493,0.212,15.27,215.00,3.24
0.118,60,0,3,1987,2027,2494,0.205,15.26,214.00,3.13
0.120,61,0,3,1986,2026,2494,0.197,15.25,212.00,3.00
0.122,62,0,4,1987,2027,2493,0.212,15.27,215.00,3.24
0.124,63,0,4,1984,2025,2495,0.197,15.25,212.00,3.00
0.126,64,0,4,1986,2027,2492,0.212,15.27,217.00,3.24
0.128,65,0,4,1986,2027,2493,0.205,15.27,214.00,3.13
0.130,66,0,4,1986,2027,2494,0.205,15.27,215.00,3.13
0.132,67,0,4,1987,2027,2494,0.205,15.26,214.00,3.13
0.134,68,0,4,1986,2026,2495,0.205,15.26,212.00,3.13
0.136,69,0,4,1987,2027,2495,0.197,15.25,212.00,3.00
0.138,70,0,4,1987,2028,2494,0.205,15.27,215.00,3.13
0.140,71,0,4,1986,2025,2494,0.205,15.26,214.00,3.13
0.142,72,0,4,1987,2027,2494,0.205,15.26,214.00,3.13
0.144,73,0,4,1987,2028,2493,0.219,15.28,215.00,3.35
0.146,74,0,4,1986,2026,2495,0.212,15.28,212.00,3.24
0.148,75,0,4,1988,2028,2493,0.205,15.28,217.00,3.13
0.150,76,0,4,1986,2026,2495,0.197,15.26,212.00,3.01
0.152,77,0,5,1985,2026,2496,0.212,15.27,212.00,3.24
0.154,78,0,5,1988,2028,2493,0.205,15.27,215.00,3.13
0.156,79,0,5,1986,2026,2495,0.197,15.25,212.00,3.00
0.158,80,0,5,1987,2027,2493,0.205,15.27,215.00,3.13
0.160,81,0,5,1986,2026,2494,0.205,15.26,215.00,3.13
0.162,82,0,5,1987,2027,2495,0.205,15.26,214.00,3.13
0.164,83,0,5,1987,2027,2494,0.219,15.28,214.00,3.35
0.166,84,0,5,1986,2026,2494,0.197,15.26,214.00,3.01
0.168,85,0,5,1987,2027,2495,0.205,15.26,214.00,3.13
0.170,86,0,5,1988,2027,2493,0.205,15.27,215.00,3.13
0.172,87,0,5,1986,2025,2495,0.205,15.26,212.00,3.13
0.174,88,0,5,1988,2028,2494,0.212,15.27,215.00,3.24
0.176,89,0,5,1987,2027,2494,0.197,15.26,215.00,3.01
0.178,90,0,5,1986,2025,2495,0.197,15.26,214.00,3.01
0.180,91,0,5,1987,2027,2494,0.197,15.27,215.00,3.01
0.182,92,0,6,1986,2027,2493,0.212,15.26,215.00,3.24
0.184,93,0,6,1986,2026,2496,0.212,15.26,211.00,3.24
0.186,94,0,6,1986,2027,2495,0.212,15.26,214.00,3.24
0.188,95,0,6,1986,2026,2495,0.205,15.26,214.00,3.13
0.190,96,0,6,1986,2026,2494,0.197,15.26,214.00,3.01
0.192,97,0,6,1988,2028,2494,0.205,15.26,214.00,3.13
0.194,98,0,6,1986,2027,2496,0.205,15.24,212.00,3.13
0.196,99,0,6,1987,2026,2495,0.205,15.27,214.00,3.13
0.198,100,0,6,1985,2025,2494,0.190,15.25,214.00,2.90
0.200,101,0,6,1986,2027,2494,0.205,15.26,214.00,3.13
0.202,102,0,6,1987,2027,2494,0.205,15.28,214.00,3.13
0.204,103,0,6,1987,2027,2495,0.205,15.26,212.00,3.13
0.206,104,0,6,1986,2026,2494,0.197,15.27,215.00,3.01
0.208,105,0,6,1986,2026,2494,0.197,15.27,215.00,3.01
0.210,106,0,6,1986,2025,2496,0.197,15.25,212.00,3.00
0.212,107,0,7,1988,2028,2493,0.212,15.27,217.00,3.24
0.214,108,0,7,1986,2026,2496,0.205,15.27,212.00,3.13
0.216,109,0,7,1986,2026,2495,0.205,15.26,212.00,3.13
0.218,110,0,7,1986,2027,2493,0.197,15.26,215.00,3.01
0.220,111,0,7,1986,2026,2494,0.190,15.25,214.00,2.90
0.222,112,0,7,1986,2026,2493,0.197,15.27,215.00,3.01
0.224,113,0,7,1987,2027,2493,0.205,15.26,215.00,3.13
0.226,114,0,7,1987,2027,2494,0.205,15.27,215.00,3.13
0.228,115,0,7,1986,2026,2494,0.197,15.26,214.00,3.01
0.230,116,0,7,1986,2026,2494,0.197,15.26,214.00,3.01
0.232,117,0,7,1986,2025,2494,0.197,15.25,214.00,3.00
0.234,118,0,7,1986,2026,2495,0.197,15.26,214.00,3.01
