Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,4502,0,0,1988,2028,2496,0.212,15.38,209.00,3.26
0.002,4503,0,0,1987,2027,2496,0.205,15.37,209.00,3.15
0.004,4504,0,0,1987,2027,2495,0.197,15.37,212.00,3.03
0.006,4505,0,0,1989,2028,2495,0.212,15.39,211.00,3.26
0.008,4506,0,0,1987,2027,2494,0.219,15.39,211.00,3.37
0.010,4507,0,0,1988,2028,2495,0.219,15.37,211.00,3.37
0.012,4508,0,0,1988,2028,2495,0.219,15.38,212.00,3.37
0.014,4509,0,0,1989,2029,2495,0.219,15.38,211.00,3.37
0.016,4510,0,0,1988,2029,2494,0.219,15.38,212.00,3.37
0.018,4511,0,0,1989,2029,2495,0.212,15.39,212.00,3.26
0.020,4512,0,0,1988,2028,2495,0.212,15.38,212.00,3.26
0.022,4513,0,0,1987,2027,2495,0.205,15.37,211.00,3.15
0.024,4514,0,0,1988,2028,2494,0.219,15.38,212.00,3.37
0.026,4515,0,0,1987,2027,2495,0.205,15.37,211.00,3.15
0.028,4516,0,0,1987,2027,2494,0.219,15.39,212.00,3.37
0.030,4517,0,0,1988,2028,2494,0.212,15.39,211.00,3.26
0.032,4518,0,0,1988,2028,2494,0.205,15.38,214.00,3.15
0.034,4519,0,0,1988,2026,2495,0.212,15.37,211.00,3.26
0.036,4520,0,0,1987,2027,2494,0.212,15.38,212.00,3.26
0.038,4521,0,0,1987,2027,2494,0.219,15.38,212.00,3.37
0.040,4522,0,0,1987,2027,2494,0.212,15.38,212.00,3.26
0.042,4523,0,0,1989,2029,2495,0.212,15.38,211.00,3.26
0.044,4524,0,0,1988,2029,2495,0.212,15.38,211.00,3.26
0.046,4525,0,0,1988,2028,2495,0.197,15.37,211.00,3.03
0.048,4526,0,0,1988,2028,2495,0.212,15.38,211.00,3.26
0.050,4527,0,0,1988,2029,2495,0.205,15.37,209.00,3.15
0.052,4528,0,0,1988,2028,2495,0.197,15.37,211.00,3.03
0.054,4529,0,0,1987,2027,2493,0.212,15.39,214.00,3.26
0.056,4530,0,0,1988,2028,2495,0.219,15.38,212.00,3.37
0.058,4531,0,0,1988,2029,2494,0.219,15.38,212.00,3.37
0.060,4532,0,0,1987,2027,2495,0.197,15.37,211.00,3.03
0.062,4533,0,0,1987,2028,2495,0.212,15.38,211.00,3.26
0.064,4534,0,0,1988,2027,2496,0.219,15.38,211.00,3.37
0.066,4535,0,0,1987,2028,2495,0.205,15.37,211.00,3.15
0.068,4536,0,0,1988,2028,2494,0.212,15.39,212.00,3.26
0.070,4537,0,0,1987,2027,2495,0.205,15.37,209.00,3.15
0.072,4538,0,0,1987,2027,2494,0.212,15.39,212.00,3.26
0.074,4539,0,0,1988,2027,2494,0.212,15.39,212.00,3.26
0.076,4540,0,0,1989,2029,2494,0.219,15.39,212.00,3.37
0.078,4541,0,1,1988,2029,2495,0.212,15.38,211.00,3.26
0.080,4542,0,1,1988,2028,2495,0.219,15.38,211.00,3.37
0.082,4543,0,1,1988,2028,2494,0.219,15.39,211.00,3.37
0.084,4544,0,1,1989,2029,2494,0.219,15.38,212.00,3.37
0.086,4545,0,1,1988,2028,2495,0.197,15.38,211.00,3.03
0.088,4546,0,1,1988,2028,2495,0.219,15.38,211.00,3.37
0.090,4547,0,1,1988,2028,2496,0.219,15.38,208.00,3.37
0.092,4548,0,1,1987,2027,2494,0.212,15.38,212.00,3.26
0.094,4549,0,1,1987,2028,2494,0.227,15.38,212.00,3.49
0.096,4550,0,1,1988,2029,2494,0.212,15.39,212.00,3.26
0.098,4551,0,1,1987,2028,2495,0.219,15.38,211.00,3.37
0.100,4552,0,1,1988,2028,2495,0.212,15.38,211.00,3.26
0.102,4553,0,1,1988,2028,2496,0.219,15.38,209.00,3.37
0.104,4554,0,1,1988,2028,2496,0.219,15.38,209.00,3.37
0.106,4555,0,1,1987,2027,2496,0.219,15.37,209.00,3.37
0.108,4556,0,1,1988,2027,2496,0.212,15.39,211.00,3.26
0.110,4557,0,1,1987,2028,2495,0.212,15.38,211.00,3.26
0.112,4558,0,1,1988,2028,2494,0.227,15.39,212.00,3.49
0.114,4559,0,1,1987,2028,2495,0.212,15.38,209.00,3.26
