Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(N),Power(W)
0.000,4501,0,0,1985,2026,2493,0.183,15.30,214.00,2.80
0.002,4502,0,0,1985,2026,2494,0.197,15.31,212.00,3.02
0.004,4503,0,0,1985,2026,2493,0.197,15.31,217.00,3.02
0.006,4504,0,0,1986,2026,2493,0.190,15.30,214.00,2.91
0.008,4505,0,0,1985,2025,2493,0.183,15.29,214.00,2.80
0.010,4506,0,0,1986,2027,2491,0.197,15.31,217.00,3.02
0.012,4507,0,0,1986,2026,2494,0.197,15.30,214.00,3.01
0.014,4508,0,0,1986,2027,2493,0.190,15.31,217.00,2.91
0.016,4509,0,0,1986,2027,2492,0.190,15.30,215.00,2.91
0.018,4510,0,0,1985,2025,2493,0.205,15.31,214.00,3.14
0.020,4511,0,0,1984,2025,2495,0.183,15.29,212.00,2.80
0.022,4512,0,0,1986,2026,2493,0.190,15.30,214.00,2.91
0.024,4513,0,0,1986,2026,2494,0.183,15.29,214.00,2.80
0.026,4514,0,0,1986,2026,2494,0.190,15.30,214.00,2.91
0.028,4515,0,0,1986,2026,2494,0.183,15.31,215.00,2.80
0.030,4516,0,0,1986,2026,2493,0.197,15.30,214.00,3.01
0.032,4517,0,0,1985,2026,2493,0.190,15.30,215.00,2.91
0.034,4518,0,0,1984,2025,2494,0.190,15.30,212.00,2.91
0.036,4519,0,0,1985,2027,2494,0.183,15.30,214.00,2.80
0.038,4520,0,0,1986,2026,2493,0.190,15.30,215.00,2.91
0.040,4521,0,0,1985,2025,2493,0.183,15.29,214.00,2.80
0.042,4522,0,0,1986,2027,2494,0.212,15.32,214.00,3.25
0.044,4523,0,0,1985,2025,2494,0.190,15.29,214.00,2.91
0.046,4524,0,0,1985,2025,2494,0.183,15.30,212.00,2.80
0.048,4525,0,0,1985,2026,2493,0.197,15.32,214.00,3.02
0.050,4526,0,0,1985,2026,2494,0.183,15.30,214.00,2.80
0.052,4527,0,0,1986,2026,2492,0.197,15.31,217.00,3.02
0.054,4528,0,0,1985,2025,2494,0.190,15.30,214.00,2.91
0.056,4529,0,0,1984,2026,2494,0.190,15.29,212.00,2.91
0.058,4530,0,0,1984,2026,2494,0.197,15.31,212.00,3.02
0.060,4531,0,0,1986,2026,2494,0.190,15.30,215.00,2.91
0.062,4532,0,1,1986,2027,2494,0.190,15.31,214.00,2.91
0.064,4533,0,1,1985,2026,2492,0.183,15.31,217.00,2.80
0.066,4534,0,1,1984,2025,2493,0.190,15.30,214.00,2.91
0.068,4535,0,1,1986,2026,2493,0.190,15.30,214.00,2.91
0.070,4536,0,1,1985,2026,2494,0.190,15.30,212.00,2.91
0.072,4537,0,1,1984,2026,2493,0.190,15.30,212.00,2.91
0.074,4538,0,1,1985,2026,2493,0.190,15.31,214.00,2.91
0.076,4539,0,1,1986,2027,2493,0.190,15.31,215.00,2.91
0.078,4540,0,1,1985,2027,2493,0.197,15.30,214.00,3.01
0.080,4541,0,1,1985,2025,2493,0.183,15.30,214.00,2.80
0.082,4542,0,1,1986,2026,2494,0.190,15.30,212.00,2.91
0.084,4543,0,1,1986,2026,2492,0.197,15.32,215.00,3.02
0.086,4544,0,1,1985,2025,2492,0.190,15.31,215.00,2.91
0.088,4545,0,1,1984,2025,2494,0.190,15.30,212.00,2.91
0.090,4546,0,1,1986,2026,2492,0.183,15.30,215.00,2.80
0.092,4547,0,1,1986,2026,2493,0.183,15.30,215.00,2.80
0.094,4548,0,1,1984,2024,2493,0.190,15.29,214.00,2.91
0.096,4549,0,1,1985,2025,2493,0.190,15.31,214.00,2.91
0.098,4550,0,1,1985,2025,2493,0.183,15.31,214.00,2.80
0.100,4551,0,1,1985,2027,2492,0.190,15.30,214.00,2.91
0.102,4552,0,1,1986,2026,2493,0.190,15.30,214.00,2.91
0.104,4553,0,1,1985,2025,2493,0.190,15.30,214.00,2.91
0.106,4554,0,1,1986,2027,2494,0.190,15.30,214.00,2.91
0.108,4555,0,1,1985,2026,2494,0.197,15.30,214.00,3.01
0.110,4556,0,1,1985,2025,2495,0.190,15.29,212.00,2.91
0.112,4557,0,1,1985,2028,2492,0.183,15.31,215.00,2.80
0.114,4558,0,1,1984,2026,2493,0.183,15.30,215.00,2.80
0.116,4559,0,1,1985,2026,2493,0.205,15.31,215.00,3.14
0.118,4560,0,1,1985,2026,2493,0.197,15.31,215.00,3.02
0.120,4561,0,1,1985,2025,2494,0.205,15.30,214.00,3.14
0.122,4562,0,2,1986,2027,2493,0.183,15.31,214.00,2.80
0.124,4563,0,2,1984,2025,2494,0.183,15.29,212.00,2.80
0.126,4564,0,2,1984,2025,2494,0.190,15.29,212.00,2.91
0.128,4565,0,2,1986,2027,2494,0.183,15.31,215.00,2.80
0.130,4566,0,2,1986,2026,2495,0.183,15.30,214.00,2.80
0.132,4567,0,2,1986,2026,2493,0.190,15.30,214.00,2.91
0.134,4568,0,2,1985,2025,2494,0.183,15.29,212.00,2.80
0.136,4569,0,2,1986,2026,2493,0.183,15.30,215.00,2.80
0.138,4570,0,2,1986,2026,2493,0.190,15.31,214.00,2.91
0.140,4571,0,2,1985,2026,2494,0.183,15.29,212.00,2.80
0.142,4572,0,2,1985,2025,2494,0.197,15.31,212.00,3.02
0.144,4573,0,2,1986,2027,2494,0.190,15.30,214.00,2.91
0.146,4574,0,2,1986,2026,2494,0.183,15.30,214.00,2.80
0.148,4575,0,2,1984,2026,2493,0.190,15.30,214.00,2.91
0.150,4576,0,2,1986,2027,2493,0.197,15.30,215.00,3.01
0.152,4577,0,2,1985,2025,2494,0.175,15.28,214.00,2.67
0.154,4578,0,2,1985,2026,2493,0.183,15.29,214.00,2.80
0.156,4579,0,2,1986,2026,2493,0.175,15.29,215.00,2.68
0.158,4580,0,2,1985,2026,2494,0.190,15.30,212.00,2.91
0.160,4581,0,2,1984,2026,2494,0.175,15.28,215.00,2.67
0.162,4582,0,2,1985,2025,2493,0.183,15.29,215.00,2.80
0.164,4583,0,2,1984,2025,2494,0.190,15.30,214.00,2.91
0.166,4584,0,2,1985,2026,2493,0.183,15.30,214.00,2.80
0.168,4585,0,2,1985,2026,2493,0.183,15.30,215.00,2.80
0.170,4586,0,2,1985,2026,2494,0.197,15.30,214.00,3.01
0.172,4587,0,2,1985,2025,2494,0.190,15.29,214.00,2.91
0.174,4588,0,2,1985,2026,2492,0.183,15.30,217.00,2.80
0.176,4589,0,2,1985,2025,2494,0.183,15.29,214.00,2.80
0.178,4590,0,2,1985,2026,2494,0.190,15.30,214.00,2.91
0.180,4591,0,2,1985,2026,2494,0.190,15.30,214.00,2.91
0.182,4592,0,3,1985,2025,2495,0.183,15.29,212.00,2.80
0.184,4593,0,3,1985,2025,2494,0.190,15.29,214.00,2.91
0.186,4594,0,3,1985,2025,2494,0.190,15.30,214.00,2.91
0.188,4595,0,3,1984,2025,2496,0.175,15.29,212.00,2.68
0.190,4596,0,3,1985,2025,2494,0.183,15.29,212.00,2.80
0.192,4597,0,3,1986,2026,2494,0.190,15.31,215.00,2.91
0.194,4598,0,3,1985,2025,2495,0.175,15.30,212.00,2.68
0.196,4599,0,3,1987,2027,2494,0.197,15.31,215.00,3.02
0.198,4600,0,3,1986,2026,2494,0.190,15.30,214.00,2.91
0.200,4601,0,3,1987,2027,2494,0.190,15.30,214.00,2.91
0.202,4602,0,3,1986,2027,2494,0.190,15.31,214.00,2.91
0.204,4603,0,3,1987,2028,2494,0.197,15.32,215.00,3.02
0.206,4604,0,3,1987,2027,2494,0.190,15.31,215.00,2.91
0.208,4605,0,3,1985,2026,2494,0.175,15.29,214.00,2.68
0.210,4606,0,3,1985,2026,2494,0.175,15.29,214.00,2.68
0.212,4607,0,3,1985,2026,2494,0.175,15.29,214.00,2.68
0.214,4608,0,3,1987,2028,2493,0.197,15.31,215.00,3.02
0.216,4609,0,3,1986,2027,2494,0.175,15.29,214.00,2.68
0.218,4610,0,3,1987,2027,2493,0.197,15.31,215.00,3.02
0.220,4611,0,3,1985,2025,2494,0.197,15.30,215.00,3.01
0.222,4612,0,3,1986,2026,2494,0.190,15.31,215.00,2.91
0.224,4613,0,3,1986,2026,2494,0.190,15.31,214.00,2.91
0.226,4614,0,3,1987,2027,2493,0.183,15.30,214.00,2.80
0.228,4615,0,3,1986,2027,2493,0.190,15.30,215.00,2.91
0.230,4616,0,3,1985,2025,2494,0.190,15.30,215.00,2.91
0.232,4617,0,3,1985,2026,2494,0.183,15.29,214.00,2.80
0.234,4618,0,3,1986,2027,2495,0.197,15.31,212.00,3.02
0.236,4619,0,3,1986,2026,2494,0.190,15.31,215.00,2.91
0.238,4620,0,3,1986,2026,2494,0.190,15.30,215.00,2.91
0.240,4621,0,3,1985,2026,2493,0.183,15.30,215.00,2.80
0.242,4622,0,4,1986,2025,2495,0.183,15.31,214.00,2.80
0.244,4623,0,4,1985,2026,2494,0.190,15.30,214.00,2.91
0.246,4624,0,4,1986,2027,2493,0.183,15.31,215.00,2.80
0.248,4625,0,4,1985,2026,2494,0.197,15.30,214.00,3.01
0.250,4626,0,4,1985,2026,2494,0.190,15.30,214.00,2.91
0.252,4627,0,4,1986,2026,2493,0.190,15.30,214.00,2.91
0.254,4628,0,4,1986,2025,2493,0.190,15.30,215.00,2.91
0.256,4629,0,4,1986,2026,2493,0.190,15.31,215.00,2.91
0.258,4630,0,4,1985,2025,2494,0.183,15.31,214.00,2.80
0.260,4631,0,4,1985,2025,2494,0.197,15.31,214.00,3.02
0.262,4632,0,4,1985,2025,2495,0.190,15.31,214.00,2.91
0.264,4633,0,4,1987,2027,2493,0.183,15.30,215.00,2.80
0.266,4634,0,4,1984,2025,2493,0.190,15.30,214.00,2.91
0.268,4635,0,4,1985,2026,2494,0.197,15.30,214.00,3.01
0.270,4636,0,4,1986,2026,2493,0.190,15.31,215.00,2.91
0.272,4637,0,4,1985,2026,2495,0.190,15.30,212.00,2.91
0.274,4638,0,4,1985,2026,2494,0.190,15.30,214.00,2.91
0.276,4639,0,4,1984,2026,2493,0.175,15.30,215.00,2.68
0.278,4640,0,4,1985,2025,2494,0.183,15.29,214.00,2.80
0.280,4641,0,4,1986,2026,2493,0.190,15.30,214.00,2.91
0.282,4642,0,4,1986,2026,2493,0.183,15.30,214.00,2.80
0.284,4643,0,4,1984,2025,2494,0.183,15.29,214.00,2.80
0.286,4644,0,4,1984,2025,2493,0.205,15.30,214.00,3.14
0.288,4645,0,4,1985,2025,2494,0.175,15.29,215.00,2.68
0.290,4646,0,4,1985,2026,2494,0.183,15.30,212.00,2.80
0.292,4647,0,4,1985,2025,2494,0.183,15.30,214.00,2.80
0.294,4648,0,4,1985,2025,2494,0.175,15.29,215.00,2.68
0.296,4649,0,4,1986,2026,2494,0.183,15.30,214.00,2.80
0.298,4650,0,4,1985,2026,2492,0.183,15.29,217.00,2.80
0.300,4651,0,4,1985,2026,2493,0.183,15.29,215.00,2.80
0.302,4652,0,5,1985,2026,2492,0.190,15.30,215.00,2.91
0.304,4653,0,5,1985,2025,2493,0.183,15.31,215.00,2.80
0.306,4654,0,5,1985,2025,2494,0.197,15.30,214.00,3.01
0.308,4655,0,5,1985,2026,2494,0.183,15.30,215.00,2.80
0.310,4656,0,5,1985,2026,2494,0.183,15.30,214.00,2.80
0.312,4657,0,5,1985,2025,2494,0.183,15.30,214.00,2.80
0.314,4658,0,5,1986,2025,2493,0.183,15.31,215.00,2.80
0.316,4659,0,5,1985,2025,2493,0.190,15.29,215.00,2.91
0.318,4660,0,5,1986,2026,2493,0.183,15.30,215.00,2.80
0.320,4661,0,5,1985,2026,2494,0.190,15.30,214.00,2.91
0.322,4662,0,5,1985,2026,2493,0.183,15.30,215.00,2.80
0.324,4663,0,5,1986,2027,2493,0.183,15.30,214.00,2.80
0.326,4664,0,5,1984,2025,2494,0.175,15.30,214.00,2.68
0.328,4665,0,5,1985,2026,2493,0.175,15.30,215.00,2.68
0.330,4666,0,5,1987,2026,2493,0.190,15.31,215.00,2.91
0.332,4667,0,5,1987,2027,2493,0.183,15.30,215.00,2.80
0.334,4668,0,5,1984,2025,2494,0.190,15.30,214.00,2.91
0.336,4669,0,5,1984,2025,2494,0.190,15.31,214.00,2.91
0.338,4670,0,5,1984,2025,2493,0.183,15.30,215.00,2.80
0.340,4671,0,5,1985,2025,2495,0.190,15.30,212.00,2.91
0.342,4672,0,5,1985,2026,2494,0.183,15.30,214.00,2.80
0.344,4673,0,5,1985,2025,2494,0.183,15.30,214.00,2.80
0.346,4674,0,5,1986,2026,2494,0.175,15.29,214.00,2.68
0.348,4675,0,5,1987,2028,2493,0.197,15.31,214.00,3.02
0.350,4676,0,5,1985,2026,2493,0.197,15.31,215.00,3.02
0.352,4677,0,5,1986,2027,2493,0.190,15.31,215.00,2.91
0.354,4678,0,5,1986,2027,2493,0.190,15.32,217.00,2.91
0.356,4679,0,5,1986,2025,2494,0.190,15.30,212.00,2.91
0.358,4680,0,5,1985,2026,2494,0.183,15.30,214.00,2.80
0.360,4681,0,5,1986,2027,2493,0.190,15.30,215.00,2.91
0.362,4682,0,6,1985,2026,2494,0.190,15.29,212.00,2.91
0.364,4683,0,6,1986,2026,2492,0.190,15.30,215.00,2.91
0.366,4684,0,6,1985,2025,2494,0.190,15.30,214.00,2.91
0.368,4685,0,6,1986,2026,2493,0.197,15.30,215.00,3.01
0.370,4686,0,6,1985,2026,2493,0.183,15.29,214.00,2.80
0.372,4687,0,6,1985,2027,2493,0.190,15.31,214.00,2.91
0.374,4688,0,6,1985,2025,2494,0.183,15.30,214.00,2.80
0.376,4689,0,6,1985,2025,2493,0.190,15.30,215.00,2.91
0.378,4690,0,6,1986,2027,2494,0.190,15.31,214.00,2.91
0.380,4691,0,6,1986,2026,2493,0.183,15.30,215.00,2.80
0.382,4692,0,6,1986,2026,2494,0.190,15.30,212.00,2.91
0.384,4693,0,6,1986,2025,2494,0.190,15.30,215.00,2.91
0.386,4694,0,6,1986,2027,2493,0.183,15.31,215.00,2.80
0.388,4695,0,6,1984,2025,2494,0.175,15.28,212.00,2.67
0.390,4696,0,6,1984,2025,2494,0.183,15.30,214.00,2.80
