Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(g.f),Power(W)
14.154,20120,332,40,2004,1999,2502,0.593,12.18,211.00,7.22
14.154,20121,332,40,2000,1997,2503,0.586,12.16,211.00,7.13
14.154,20122,332,40,1998,1998,2502,0.578,12.17,211.00,7.03
14.154,20123,332,40,1999,1998,2504,0.593,12.17,208.00,7.22
14.154,20124,332,40,2001,2000,2504,0.593,12.16,208.00,7.21
14.154,20125,332,40,2000,1997,2503,0.586,12.16,208.00,7.13
14.154,20126,332,40,2002,1999,2501,0.578,12.16,211.00,7.03
14.155,20127,332,40,2000,1995,2501,0.586,12.16,208.00,7.13
14.155,20128,332,40,2001,1996,2499,0.586,12.16,211.00,7.13
14.155,20129,332,40,2003,1995,2500,0.586,12.16,206.00,7.13
14.155,20130,332,40,2003,1995,2498,0.593,12.18,211.00,7.22
14.155,20131,332,40,2001,1994,2499,0.586,12.16,211.00,7.13
14.155,20132,332,40,2002,1995,2500,0.593,12.17,211.00,7.22
14.155,20133,332,40,2003,1996,2502,0.586,12.18,209.00,7.14
14.155,20134,332,40,2002,1996,2502,0.586,12.16,211.00,7.13
14.155,20135,332,40,2002,1996,2505,0.593,12.17,206.00,7.22
14.155,20136,332,40,2000,1997,2503,0.586,12.16,209.00,7.13
14.155,20137,332,40,1998,1998,2503,0.600,12.17,209.00,7.30
14.155,20138,332,40,1999,1998,2502,0.586,12.16,211.00,7.13
14.155,20139,332,40,2001,1998,2504,0.586,12.17,209.00,7.13
14.155,20140,332,40,2000,1997,2504,0.586,12.15,208.00,7.12
14.155,20141,332,40,2001,1997,2502,0.586,12.17,209.00,7.13
14.155,20142,332,40,2001,1998,2501,0.578,12.16,208.00,7.03
14.155,20143,332,40,1999,1994,2500,0.586,12.16,209.00,7.13
14.155,20144,332,40,2004,1996,2498,0.586,12.18,209.00,7.14
14.155,20145,332,40,2003,1994,2498,0.593,12.17,209.00,7.22
14.155,20146,332,40,2002,1994,2500,0.593,12.17,209.00,7.22
14.156,20147,332,40,2002,1994,2500,0.586,12.16,209.00,7.13
14.156,20148,332,40,2003,1996,2502,0.586,12.16,208.00,7.13
14.156,20149,332,40,2002,1996,2502,0.586,12.16,209.00,7.13
14.156,20150,332,40,2004,1999,2501,0.593,12.18,212.00,7.22
14.156,20151,332,40,2000,1997,2504,0.586,12.15,208.00,7.12
14.156,20152,332,40,1999,1998,2502,0.593,12.17,211.00,7.22
14.156,20153,332,40,1999,1998,2504,0.593,12.16,208.00,7.21
14.156,20154,332,40,2001,1999,2502,0.600,12.18,211.00,7.31
14.156,20155,332,40,2001,1999,2499,0.593,12.18,212.00,7.22
14.156,20156,332,40,2000,1997,2502,0.593,12.16,208.00,7.21
14.156,20157,332,40,2001,1997,2499,0.586,12.17,212.00,7.13
14.156,20158,332,40,2000,1995,2499,0.586,12.17,209.00,7.13
14.156,20159,332,40,2002,1995,2500,0.593,12.15,206.00,7.21
14.156,20160,332,40,2002,1993,2498,0.586,12.16,211.00,7.13
14.156,20161,332,40,2002,1995,2499,0.586,12.16,209.00,7.13
14.156,20162,332,40,2002,1995,2500,0.600,12.16,208.00,7.30
14.156,20163,332,40,2004,1997,2499,0.586,12.18,211.00,7.14
14.156,20164,332,39,2004,1997,2502,0.593,12.17,208.00,7.22
14.156,20165,332,39,2004,1998,2503,0.578,12.16,211.00,7.03
14.156,20166,332,39,2001,1998,2502,0.586,12.17,209.00,7.13
14.156,20167,332,39,1999,1999,2505,0.586,12.15,206.00,7.12
14.157,20168,332,39,2000,2000,2502,0.593,12.17,212.00,7.22
14.157,20169,332,39,2001,2000,2504,0.578,12.15,208.00,7.02
14.157,20170,332,39,2001,1999,2501,0.593,12.16,212.00,7.21
14.157,20171,332,39,2001,1998,2502,0.593,12.16,208.00,7.21
14.157,20172,332,39,2000,1995,2500,0.586,12.16,209.00,7.13
14.157,20173,332,39,2001,1996,2500,0.571,12.15,208.00,6.94
14.157,20174,332,39,2003,1996,2499,0.586,12.16,208.00,7.13
14.157,20175,332,39,2003,1994,2500,0.586,12.17,208.00,7.13
14.157,20176,332,39,2002,1995,2500,0.586,12.16,209.00,7.13
14.157,20177,332,39,2002,1995,2500,0.593,12.17,209.00,7.22
14.157,20178,266,39,2003,1996,2500,0.578,12.15,211.00,7.02
14.157,20179,266,39,2003,1998,2501,0.593,12.18,211.00,7.22
14.157,20180,266,39,2003,1997,2502,0.593,12.17,209.00,7.22
14.157,20181,266,39,2002,1999,2503,0.593,12.17,209.00,7.22
14.157,20182,266,39,1999,1998,2502,0.586,12.16,211.00,7.13
14.157,20183,266,39,1999,1998,2502,0.600,12.18,211.00,7.31
14.157,20184,266,39,2000,1997,2504,0.586,12.16,211.00,7.13
14.158,20185,266,39,2000,1997,2501,0.600,12.16,211.00,7.30
14.158,20186,266,39,2000,1997,2501,0.578,12.15,211.00,7.02
14.158,20187,266,39,2000,1997,2500,0.600,12.16,209.00,7.30
14.158,20188,266,39,1999,1993,2500,0.586,12.15,209.00,7.12
14.158,20189,266,39,2003,1996,2499,0.600,12.17,209.00,7.30
14.158,20190,266,39,2004,1995,2497,0.593,12.16,212.00,7.21
14.158,20191,266,39,2002,1995,2501,0.578,12.14,206.00,7.02
14.158,20192,266,39,2003,1996,2500,0.593,12.17,209.00,7.22
14.158,20193,266,39,2002,1996,2503,0.586,12.15,206.00,7.12
14.158,20194,266,39,2003,1997,2501,0.586,12.17,212.00,7.13
14.158,20195,266,39,2002,1997,2502,0.593,12.16,209.00,7.21
14.158,20196,266,39,2001,1999,2503,0.593,12.17,208.00,7.22
14.158,20197,266,39,1999,1998,2502,0.586,12.17,212.00,7.13
14.158,20198,266,39,2001,2000,2503,0.593,12.17,211.00,7.22
14.158,20199,266,39,2002,2000,2504,0.593,12.17,208.00,7.22
14.158,20200,266,39,2003,2000,2502,0.600,12.18,209.00,7.31
14.158,20201,266,39,2001,1997,2502,0.593,12.17,209.00,7.22
14.159,20202,266,39,2002,1997,2500,0.586,12.16,211.00,7.13
14.159,20203,266,39,2000,1995,2498,0.593,12.17,211.00,7.22
14.159,20204,266,39,2002,1996,2497,0.593,12.17,212.00,7.22
14.159,20205,266,39,2003,1995,2497,0.586,12.17,211.00,7.13
14.159,20206,266,39,2003,1995,2498,0.593,12.17,211.00,7.22
14.159,20207,266,39,2003,1996,2499,0.600,12.17,211.00,7.30
14.159,20208,266,39,2002,1996,2500,0.593,12.18,211.00,7.22
14.159,20209,266,39,2005,1998,2504,0.586,12.15,208.00,7.12
14.159,20210,266,39,2003,1999,2502,0.593,12.18,211.00,7.22
14.159,20211,266,39,2002,2000,2503,0.586,12.16,209.00,7.13
14.159,20212,266,39,1999,1997,2505,0.593,12.17,209.00,7.22
14.159,20213,266,39,2000,1999,2502,0.593,12.17,211.00,7.22
14.159,20214,266,39,2000,1998,2503,0.586,12.17,209.00,7.13
14.159,20215,266,39,1999,1996,2503,0.600,12.17,208.00,7.30
14.159,20216,266,39,2001,1998,2500,0.608,12.18,212.00,7.40
14.159,20217,266,39,2000,1997,2500,0.593,12.17,209.00,7.22
14.159,20218,266,39,2000,1996,2500,0.593,12.17,208.00,7.22
14.159,20219,266,39,2002,1995,2497,0.586,12.17,211.00,7.13
14.160,20220,266,39,2002,1993,2499,0.586,12.16,208.00,7.13
14.160,20221,266,39,2003,1996,2499,0.593,12.15,209.00,7.21
14.160,20222,266,39,2004,1997,2499,0.586,12.17,211.00,7.13
14.160,20223,266,39,2001,1995,2501,0.586,12.17,209.00,7.13
14.160,20224,266,38,2003,1997,2501,0.593,12.18,211.00,7.22
14.160,20225,266,38,2001,1996,2504,0.578,12.15,208.00,7.02
14.160,20226,266,38,2003,1999,2502,0.586,12.18,211.00,7.14
14.160,20227,266,38,2001,2000,2503,0.593,12.17,209.00,7.22
14.160,20228,266,38,2000,1998,2502,0.593,12.17,211.00,7.22
14.160,20229,266,38,2001,1998,2504,0.593,12.17,209.00,7.22
14.160,20230,266,38,2002,1999,2501,0.600,12.17,209.00,7.30
14.160,20231,266,38,2001,1998,2499,0.586,12.17,212.00,7.13
14.160,20232,266,38,2000,1997,2500,0.593,12.17,209.00,7.22
14.160,20233,266,38,2000,1995,2500,0.593,12.17,209.00,7.22
14.160,20234,266,38,2002,1996,2499,0.578,12.16,209.00,7.03
14.160,20235,266,38,2002,1995,2498,0.586,12.17,211.00,7.13
14.160,20236,266,38,2001,1994,2499,0.578,12.16,211.00,7.03
14.160,20237,266,38,2002,1995,2499,0.593,12.17,211.00,7.22
14.160,20238,266,38,2003,1996,2499,0.593,12.17,212.00,7.22
14.160,20239,266,38,2003,1997,2500,0.593,12.18,211.00,7.22
14.160,20240,266,38,2002,1996,2503,0.593,12.17,208.00,7.22
14.160,20241,266,38,2001,1997,2504,0.593,12.16,208.00,7.21
14.160,20242,266,38,2001,2000,2501,0.608,12.18,212.00,7.40
14.160,20243,266,38,2000,1999,2503,0.593,12.16,211.00,7.21
14.160,20244,266,38,2001,1999,2503,0.586,12.17,209.00,7.13
14.160,20245,266,38,2002,2000,2501,0.586,12.17,209.00,7.13
14.161,20246,266,38,2002,1998,2500,0.586,12.18,211.00,7.14
14.161,20247,266,38,2001,1996,2500,0.586,12.17,208.00,7.13
14.161,20248,266,38,2001,1996,2499,0.593,12.17,211.00,7.22
14.161,20249,266,38,2001,1995,2500,0.578,12.14,208.00,7.02
14.161,20250,266,38,2004,1996,2497,0.593,12.18,212.00,7.22
14.161,20251,266,38,2004,1996,2498,0.608,12.18,212.00,7.40
14.161,20252,266,38,2002,1995,2498,0.593,12.17,212.00,7.22
14.161,20253,363,38,2003,1997,2501,0.586,12.16,209.00,7.13
14.161,20254,363,38,2006,1999,2501,0.586,12.17,211.00,7.13
14.161,20255,363,38,2004,1998,2503,0.586,12.15,208.00,7.12
14.161,20256,363,38,2002,1999,2503,0.600,12.17,209.00,7.30
14.161,20257,363,38,2000,1997,2504,0.571,12.15,211.00,6.94
14.161,20258,363,38,2000,1999,2503,0.586,12.17,211.00,7.13
14.161,20259,363,38,2002,2000,2503,0.586,12.17,209.00,7.13
14.161,20260,363,38,2002,1999,2503,0.586,12.15,209.00,7.12
14.161,20261,363,38,2002,1998,2501,0.586,12.18,209.00,7.14
14.161,20262,363,38,2002,1997,2499,0.593,12.17,211.00,7.22
14.161,20263,363,38,2000,1996,2499,0.586,12.17,209.00,7.13
14.161,20264,363,38,2001,1997,2497,0.600,12.18,212.00,7.31
14.161,20265,363,38,2003,1995,2497,0.586,12.17,212.00,7.13
14.161,20266,363,38,2003,1995,2498,0.593,12.18,211.00,7.22
14.161,20267,363,38,2004,1997,2500,0.586,12.17,211.00,7.13
14.161,20268,363,38,2001,1995,2502,0.578,12.15,208.00,7.02
14.161,20269,363,38,2003,1996,2501,0.586,12.17,212.00,7.13
14.161,20270,363,38,2004,1998,2503,0.593,12.17,209.00,7.22
14.161,20271,363,38,2004,1999,2504,0.578,12.16,209.00,7.03
14.161,20272,363,38,2001,2000,2502,0.593,12.18,212.00,7.22
14.161,20273,363,38,2000,1999,2504,0.578,12.15,209.00,7.02
14.162,20274,363,38,2000,1998,2502,0.586,12.16,211.00,7.13
14.162,20275,363,38,2000,1998,2503,0.593,12.16,209.00,7.21
14.162,20276,363,38,2001,1996,2500,0.586,12.16,211.00,7.13
14.162,20277,363,38,2001,1997,2500,0.593,12.16,209.00,7.21
14.162,20278,363,38,2002,1997,2498,0.586,12.17,211.00,7.13
14.162,20279,363,38,2000,1994,2501,0.571,12.15,206.00,6.94
14.162,20280,363,38,2002,1995,2498,0.593,12.18,209.00,7.22
14.162,20281,363,38,2002,1995,2499,0.586,12.16,211.00,7.13
14.162,20282,363,38,2002,1996,2499,0.586,12.17,211.00,7.13
14.162,20283,363,38,2002,1995,2500,0.586,12.17,211.00,7.13
14.162,20284,363,37,2006,1999,2502,0.593,12.17,211.00,7.22
14.162,20285,363,37,2002,1996,2503,0.593,12.16,209.00,7.21
14.162,20286,363,37,2003,1999,2504,0.578,12.16,209.00,7.03
14.162,20287,363,37,2000,1998,2503,0.593,12.17,209.00,7.22
14.162,20288,363,37,2000,1999,2503,0.593,12.18,211.00,7.22
14.162,20289,363,37,1999,1996,2503,0.586,12.17,209.00,7.13
14.162,20290,363,37,2002,1999,2501,0.593,12.18,212.00,7.22
14.162,20291,363,37,2002,1998,2501,0.586,12.16,211.00,7.13
14.162,20292,363,37,2001,1997,2499,0.593,12.18,211.00,7.22
14.162,20293,363,37,2002,1997,2499,0.593,12.16,209.00,7.21
14.162,20294,363,37,2001,1995,2498,0.593,12.17,211.00,7.22
14.162,20295,363,37,2004,1996,2498,0.586,12.16,211.00,7.13
14.162,20296,363,37,2003,1995,2498,0.600,12.16,211.00,7.30
14.162,20297,363,37,2001,1995,2499,0.593,12.18,212.00,7.22
14.162,20298,363,37,2001,1995,2500,0.593,12.18,212.00,7.22
14.162,20299,363,37,2003,1997,2501,0.600,12.18,212.00,7.31
14.162,20300,363,37,2004,1998,2503,0.600,12.18,209.00,7.31
14.163,20404,235,35,2001,1996,2502,0.586,12.17,209.00,7.13
14.163,20405,235,35,2003,1998,2504,0.593,12.16,206.00,7.21
14.163,20406,235,35,2003,1998,2503,0.593,12.17,209.00,7.22
14.163,20407,235,35,2003,2000,2504,0.593,12.17,208.00,7.22
14.164,20408,235,35,2000,1998,2504,0.586,12.15,209.00,7.12
14.165,20409,235,35,2002,1999,2503,0.586,12.16,211.00,7.13
14.168,20410,235,35,2002,1998,2501,0.593,12.17,211.00,7.22
14.170,20411,235,35,2001,1996,2501,0.586,12.16,209.00,7.13
14.172,20412,235,35,2003,1996,2499,0.586,12.18,209.00,7.14
14.175,20413,235,35,2000,1995,2499,0.586,12.16,209.00,7.13
14.176,20414,235,35,2000,1995,2499,0.593,12.16,208.00,7.21
14.178,20415,235,35,2002,1996,2500,0.586,12.17,208.00,7.13
14.180,20416,235,35,2002,1995,2497,0.593,12.17,212.00,7.22
14.181,20417,235,35,2001,1995,2499,0.586,12.16,212.00,7.13
14.184,20418,235,35,2001,1997,2502,0.593,12.17,208.00,7.22
14.186,20419,235,35,2000,1996,2502,0.586,12.15,209.00,7.12
14.188,20420,235,35,2003,1998,2503,0.586,12.15,209.00,7.12
14.190,20421,235,35,2002,1998,2504,0.586,12.15,209.00,7.12
14.193,20422,235,35,2002,2000,2503,0.586,12.17,211.00,7.13
14.194,20423,235,35,2000,1999,2503,0.586,12.16,209.00,7.13
14.196,20424,235,35,2000,1998,2504,0.593,12.16,208.00,7.21
14.198,20425,235,35,2001,1997,2503,0.586,12.16,208.00,7.13
14.200,20426,235,35,2002,1997,2502,0.586,12.17,208.00,7.13
14.203,20427,235,35,2001,1997,2501,0.586,12.16,208.00,7.13
14.204,20428,235,35,2000,1996,2499,0.593,12.17,209.00,7.22
14.207,20429,235,35,1999,1995,2500,0.593,12.16,208.00,7.21
14.209,20430,235,35,2000,1993,2498,0.578,12.15,211.00,7.02
14.210,20431,235,35,2003,1996,2498,0.586,12.18,209.00,7.14
14.212,20432,235,35,2001,1996,2499,0.586,12.17,211.00,7.13
14.214,20433,235,35,2000,1996,2501,0.600,12.16,208.00,7.30
14.216,20434,235,35,2000,1997,2503,0.578,12.15,208.00,7.02
14.218,20435,235,35,2002,1998,2502,0.586,12.17,211.00,7.13
14.220,20436,235,35,2003,1999,2502,0.593,12.16,212.00,7.21
14.222,20437,235,35,2001,1998,2505,0.593,12.16,208.00,7.21
14.224,20438,235,35,2000,1998,2505,0.593,12.15,206.00,7.21
14.226,20439,235,35,2000,1998,2503,0.586,12.16,211.00,7.13
14.228,20440,235,35,2001,1996,2503,0.593,12.18,208.00,7.22
14.229,20441,235,35,2002,1996,2500,0.593,12.17,211.00,7.22
14.232,20442,235,35,2001,1996,2501,0.600,12.16,209.00,7.30
14.235,20443,235,35,2001,1995,2501,0.578,12.16,208.00,7.03
14.236,20444,235,35,2001,1995,2498,0.593,12.17,211.00,7.22
